user_id,skill_name,type,activityId,correct,attempt_count,successRate,sequence,visited_At,completed_At
norway22102,Variables and Operations,Challenges,DisplayTime2,1,4,0.25,"0,0,0,1",2023-03-17 11:42:06.427,2023-03-17 11:55:26.123
norway22102,Variables and Operations,Challenges,VendingMachine2,1,1,1,1,2023-03-17 11:55:54.107,2023-03-17 11:58:18.628
norway22102,Variables and Operations,Challenges,BmiCalculator2,1,2,0.5,"0,1",#N/A,#N/A
norway22102,Variables and Operations,Challenges,PythagoreanTheorem2,1,5,0.2,"0,0,0,0,1",2023-03-17 12:24:57.34,2023-03-17 12:26:16.158
norway22102,Variables and Operations,Coding,second_in_days,0,2,0,0,2023-03-17 11:18:49.719,#N/A
norway22102,If-Else,Challenges,ifElseOddEven,1,2,0.5,"0,1",#N/A,#N/A
norway22102,If-Else,Challenges,JIfElseWages2,1,1,1,1,2023-03-27 14:19:44.919,2023-03-27 14:27:27.492
norway22102,If-Else,Challenges,JIfElseIfGrade2,1,2,0.5,"0,1",2023-03-27 15:54:58.874,2023-03-27 15:56:35.548
norway22102,If-Else,Challenges,JNestedIfTemperature2,1,1,1,1,#N/A,#N/A
norway22102,If-Else,Challenges,JNestedIfMaxOfThree,1,1,1,1,2023-03-27 16:16:26.079,2023-03-27 16:18:36.681
norway22102,While Loops,Challenges,JLargestDivisor,1,3,0.33,"0,0,1",#N/A,#N/A
norway22102,While Loops,Challenges,JInput2,1,1,1,1,2023-03-27 16:41:56.606,2023-03-27 16:50:13.615
norway22102,While Loops,Challenges,JInput3,1,5,0.4,"0,0,0,1,1",2023-03-27 16:50:14.149,2023-03-27 18:50:43.018
norway22102,While Loops,Challenges,JInput4,1,3,0.33,"0,0,1",2023-03-27 18:52:24.946,2023-03-27 18:56:58.859
norway22102,While Loops,Challenges,JAverageEvenNums,1,5,0.2,"0,0,0,0,1",2023-03-27 18:57:08.504,#N/A
norway22102,While Loops,Challenges,JAverageDouble,1,3,0.33,"0,0,1",2023-03-27 19:54:12.748,#N/A
norway22103,Variables and Operations,Challenges,JDecInc2,1,3,0.33,"0,0,1",2023-03-17 20:12:34.94,2023-03-17 20:20:48.589
norway22103,Variables and Operations,Challenges,JDecInc3,1,2,0.5,"0,1",2023-03-17 20:20:51.265,2023-03-17 20:22:18.154
norway22103,Variables and Operations,Challenges,FahrenheitToCelsius,1,2,0.5,"0,1",2023-03-17 20:24:01.564,2023-03-17 20:27:02.873
norway22103,Variables and Operations,Challenges,DisplayTime2,1,5,0.2,"0,0,0,0,1",2023-03-17 20:22:34.206,2023-03-17 20:31:04.451
norway22103,Variables and Operations,Challenges,BmiCalculator2,1,5,0.2,"0,0,0,0,1",2023-03-17 20:22:43.128,2023-03-17 20:23:59.116
norway22103,Variables and Operations,Coding,second_in_days,1,2,0.5,"0,1",2023-03-17 20:11:18.766,2023-03-17 20:13:59.417
norway22103,Variables and Operations,Coding,rectangle_perimeter,1,1,1,1,2023-03-17 20:14:07.616,#N/A
norway22103,Variables and Operations,Coding,days_to_week_conversion,1,1,1,1,2023-03-17 20:14:40.64,2023-03-17 20:15:26.687
norway22103,Variables and Operations,Coding,percentage_correctness,1,1,1,1,2023-03-17 20:16:07.496,2023-03-17 20:16:34.574
norway22103,Variables and Operations,Coding,compute_average,1,1,1,1,2023-03-17 20:15:31.149,2023-03-17 20:16:03.445
norway22103,Boolean Expressions,Challenges,JPhoneAge2,1,7,0.14,"0,0,0,0,0,0,1",2023-03-17 20:36:11.849,2023-03-17 20:37:50.981
norway22103,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-17 20:38:21.615,2023-03-17 20:38:57.756
norway22103,Boolean Expressions,Challenges,JThreeBoolean3,1,1,1,1,2023-03-17 20:37:55.169,2023-03-17 20:38:07.205
norway22103,Boolean Expressions,Coding,love6,1,3,0.33,"0,0,1",2023-03-17 20:39:09.523,2023-03-17 20:41:31.593
norway22103,Boolean Expressions,Coding,is_special,1,1,1,1,2023-03-17 20:41:39.999,2023-03-17 20:42:29.366
norway22103,Objects and Classes,Coding,object_classes_1,1,2,0.5,"0,1",2023-03-17 20:52:13.971,2023-03-17 20:53:32.329
norway22103,Objects and Classes,Coding,object_classes_2,1,1,1,1,2023-03-17 20:53:36.236,2023-03-17 20:54:18.127
norway22103,ArrayLists,Coding,array_lst_1,1,1,1,1,2023-03-17 20:49:11.879,2023-03-17 20:50:09.102
norway22103,Inheritance,Coding,inheritance_1,1,1,1,1,2023-03-17 20:45:14.45,2023-03-17 20:46:52.601
norway22103,Inheritance,Coding,inheritance_2,1,3,1,"1,1,2001",2023-03-17 20:46:52.823,#N/A
norway22104,Variables and Operations,Challenges,JDecInc2,1,1,1,1,2023-03-31 13:41:08.84,2023-03-31 13:56:41.409
norway22104,Variables and Operations,Challenges,JDecInc3,1,3,0.33,"0,0,1",2023-03-31 13:26:28.806,2023-03-31 13:32:22.122
norway22104,Variables and Operations,Challenges,FahrenheitToCelsius,1,2,0.5,"0,1",2023-03-31 13:21:13.93,2023-03-31 13:26:21.658
norway22104,Variables and Operations,Challenges,DisplayTime2,1,3,0.67,"2000,1,1",2023-03-31 11:18:21.401,2023-03-31 11:28:02.941
norway22104,Variables and Operations,Challenges,VendingMachine2,1,4,0.25,"0,0,0,1",2023-03-31 11:04:35.815,2023-03-31 11:15:15.011
norway22104,Variables and Operations,Challenges,BmiCalculator2,1,1,1,1,2023-03-31 11:01:37.97,2023-03-31 11:04:34.35
norway22104,Variables and Operations,Challenges,PythagoreanTheorem2,1,2,0.5,"0,1",2023-03-31 10:51:40.626,2023-03-31 11:01:35.517
norway22104,Variables and Operations,Coding,second_in_days,1,2,0.5,"0,1",2023-03-31 14:34:51.64,2023-03-31 14:36:57.368
norway22104,Variables and Operations,Coding,rectangle_perimeter,1,1,1,1,2023-03-31 14:39:52.224,2023-03-31 14:46:00.723
norway22104,Variables and Operations,Coding,days_to_week_conversion,1,2,0.5,"0,1",2023-03-31 14:36:59.291,2023-03-31 14:39:41.011
norway22104,Variables and Operations,Coding,percentage_correctness,0,14,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-03-31 14:01:10.067,#N/A
norway22104,Variables and Operations,Coding,compute_average,1,4,0.25,"0,0,0,1",2023-03-31 13:56:52.964,2023-03-31 14:01:07.133
norway22104,Strings,Challenges,Initials2,1,1,1,1,2023-04-03 18:22:02.688,2023-04-03 18:24:11.371
norway22104,Strings,Challenges,Initials3,1,1,1,1,2023-03-31 15:46:15.647,2023-04-01 10:51:20.403
norway22104,Strings,Challenges,StringAddition2,1,2,0.5,"0,1",2023-03-31 15:39:04.545,2023-03-31 15:46:14.871
norway22104,Strings,Challenges,JEscapeChar2,1,1,1,1,2023-03-31 15:37:07.274,2023-03-31 15:39:03.603
norway22104,Strings,Challenges,JEscapeChar3,1,2,0.5,"0,1",2023-03-31 15:24:43.129,2023-03-31 15:37:05.894
norway22104,Strings,Challenges,JStringEqual2,1,1,1,1,2023-03-31 15:23:06.133,2023-03-31 15:24:42.425
norway22104,Strings,Challenges,JCharAt2,1,2,1,"1,1",2023-03-31 14:46:41.333,2023-03-31 15:22:41.946
norway22104,Strings,Coding,first_half,1,4,0.25,"0,0,0,1",2023-04-03 18:25:24.843,#N/A
norway22104,Strings,Coding,non_start,1,1,1,1,2023-04-06 10:21:48.941,#N/A
norway22104,Strings,Coding,make_out_word,1,2,0.5,"0,1",2023-04-07 14:33:30.852,2023-04-07 14:43:23.308
norway22104,Strings,Coding,repeat_last_char,1,5,0.2,"0,0,0,0,1",2023-04-07 14:13:49.418,#N/A
norway22104,Strings,Coding,first_last_swap,0,15,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2023-04-06 11:21:06.988,#N/A
norway22104,Strings,Coding,end_characters,1,4,0.25,"0,0,0,1",2023-04-03 18:55:01.683,2023-04-06 11:11:19.672
norway22104,Strings,Coding,is_is_substring_or_ not_is_not_substring,0,10,0,"0,0,0,0,0,0,0,0,0,0",2023-04-03 18:42:36.441,#N/A
norway22104,Boolean Expressions,Challenges,JPhoneAge2,1,1,1,1,2023-04-07 16:40:36.586,2023-04-07 16:51:46.751
norway22104,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-04-07 16:43:59.206,2023-04-07 16:44:49.473
norway22104,Boolean Expressions,Challenges,JFailCourse3,1,1,1,1,2023-04-07 16:51:47.768,2023-04-07 16:52:34.801
norway22104,Boolean Expressions,Challenges,JRentCar2,1,1,1,1,2023-04-07 16:44:51.109,2023-04-07 16:46:26.786
norway22104,Boolean Expressions,Challenges,JRentCar3,1,1,1,1,2023-04-07 16:52:34.436,2023-04-07 16:53:39.18
norway22104,Boolean Expressions,Challenges,JBooleanDryHot2,1,1,1,1,2023-04-07 16:53:39.489,2023-04-07 16:54:44.544
norway22104,Boolean Expressions,Challenges,JBooleanDryHot3,1,1,1,1,2023-04-07 16:57:39.38,2023-04-07 16:58:03.415
norway22104,Boolean Expressions,Challenges,JBooleanDryHot4,1,3,0.33,"0,0,1",2023-04-07 16:54:48.04,2023-04-07 16:57:35.961
norway22104,Boolean Expressions,Challenges,JThreeBoolean2,1,2,0.5,"0,1",2023-04-07 16:47:53.553,2023-04-07 16:51:25.391
norway22104,Boolean Expressions,Challenges,JThreeBoolean3,1,1,1,1,2023-04-07 16:46:30.438,2023-04-07 16:47:51.255
norway22104,Boolean Expressions,Coding,squirrel_play,1,3,0.33,"0,0,1",2023-04-07 17:49:01.688,2023-04-07 18:02:16.57
norway22104,Boolean Expressions,Coding,in_order,1,16,0.06,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",2023-04-07 16:58:11.468,#N/A
norway22104,While Loops,Coding,smallest_integer,0,1,0,0,2023-04-13 08:28:10.868,#N/A
norway22105,Variables and Operations,Challenges,JDecInc2,1,6,0.17,"0,0,0,0,0,1",2023-03-17 15:08:00.05,2023-03-17 15:13:00.911
norway22105,Variables and Operations,Challenges,JDecInc3,1,2,0.5,"0,1",2023-03-17 15:13:03.375,2023-03-17 15:14:55.89
norway22105,Variables and Operations,Challenges,FahrenheitToCelsius,1,3,0.33,"0,0,1",2023-03-17 15:15:28.045,2023-03-17 15:16:41.188
norway22105,Variables and Operations,Challenges,DisplayTime2,1,4,0.25,"0,0,0,1",2023-03-17 15:17:06.656,2023-03-17 15:19:29.647
norway22105,Variables and Operations,Challenges,VendingMachine2,1,3,0.33,"0,0,1",2023-03-17 15:19:40.504,2023-03-17 15:20:46.994
norway22105,Variables and Operations,Challenges,BmiCalculator2,1,4,0.25,"0,0,0,1",2023-03-17 15:20:56.516,2023-03-17 15:22:30.511
norway22105,Variables and Operations,Challenges,PythagoreanTheorem2,1,1,1,1,2023-03-17 15:05:11.211,2023-03-17 15:07:26.044
norway22105,Variables and Operations,Coding,second_in_days,0,7,0,"0,0,0,0,0,0,0",2023-03-17 15:23:01.056,#N/A
norway22105,Variables and Operations,Coding,compute_average,0,7,0,"0,0,0,0,0,0,0",#N/A,#N/A
norway22105,Strings,Coding,make_out_word,1,1,1,1,2023-03-21 11:17:12.121,2023-03-21 11:17:21.925
norway22105,Strings,Coding,repeat_last_char,1,1,1,1,2023-03-21 11:15:41.466,2023-03-21 11:16:08.284
norway22105,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,5,0.2,"0,0,0,0,1",2023-03-21 11:10:56.43,2023-03-21 11:18:01.743
norway22105,Objects and Classes,Challenges,PointTester2,1,5,0.2,"0,0,0,0,1",2023-03-21 11:31:45.196,2023-03-21 11:32:57.998
norway22105,Objects and Classes,Challenges,TVTester2,1,3,0.33,"0,0,1",2023-03-21 11:32:57.894,2023-03-21 11:33:57.541
norway22105,Objects and Classes,Challenges,Transactions2,1,4,0.25,"0,0,0,1",2023-03-21 11:34:52.637,2023-03-21 11:35:40.485
norway22105,Objects and Classes,Challenges,LoanTester2,1,2,0.5,"0,1",2023-03-21 11:33:58.158,2023-03-21 11:34:53.834
norway22105,Objects and Classes,Coding,object_classes_1,1,1,1,1,2023-03-21 11:21:55.998,2023-03-21 11:23:49.624
norway22105,Objects and Classes,Coding,object_classes_2,0,3,0,"0,0,0",2023-03-21 11:24:10.552,#N/A
norway22105,Objects and Classes,Coding,object_classes_3,0,1,0,0,2023-03-21 11:26:57.992,#N/A
norway22105,Objects and Classes,Coding,object_classes_4,1,1,1,1,2023-03-21 11:28:29.995,2023-03-21 11:29:52.093
norway22105,Arrays,Coding,arrays_2,0,3,0,"0,0,0",2023-03-21 11:14:26.699,#N/A
norway22107,Variables and Operations,Challenges,JDecInc2,1,1,1,1,2023-04-03 12:24:57.291,2023-04-03 12:27:05.542
norway22107,Variables and Operations,Challenges,JDecInc3,1,1,1,1,2023-04-03 12:27:08.393,2023-04-03 12:28:38.019
norway22107,Variables and Operations,Challenges,FahrenheitToCelsius,1,3,0.33,"0,0,1",2023-04-03 12:23:16.952,2023-04-03 12:24:57.949
norway22107,Variables and Operations,Challenges,DisplayTime2,1,5,0.2,"0,0,0,0,1",2023-04-03 12:30:03.982,2023-04-03 12:34:50.494
norway22107,Variables and Operations,Challenges,VendingMachine2,1,1,1,1,2023-04-03 12:36:31.357,2023-04-03 12:38:37.419
norway22107,Variables and Operations,Challenges,BmiCalculator2,1,1,1,1,2023-04-03 12:28:38.864,2023-04-03 12:29:40.489
norway22107,Variables and Operations,Challenges,PythagoreanTheorem2,1,1,1,1,2023-04-03 12:34:52.845,2023-04-03 12:36:32.937
norway22107,Variables and Operations,Coding,second_in_days,1,1,1,1,2023-04-03 12:50:46.692,2023-04-03 12:53:17.438
norway22107,Variables and Operations,Coding,rectangle_perimeter,1,2,0.5,"0,1",2023-04-03 12:48:39.733,2023-04-03 12:50:49.737
norway22107,Variables and Operations,Coding,days_to_week_conversion,1,1,1,1,2023-04-03 12:47:29.841,2023-04-03 12:48:38.812
norway22107,Variables and Operations,Coding,percentage_correctness,1,3,0.33,"0,0,1",2023-04-03 12:42:24.163,2023-04-03 12:47:31.672
norway22107,Variables and Operations,Coding,compute_average,1,2,0.5,"0,1",2023-04-03 12:39:50.428,2023-04-03 12:42:21.73
norway22107,Strings,Challenges,Initials2,1,2,0.5,"0,1",2023-04-03 13:28:09.402,2023-04-03 13:29:25.827
norway22107,Strings,Challenges,Initials3,1,1,1,1,2023-04-03 13:32:17.775,2023-04-03 13:33:24.149
norway22107,Strings,Challenges,StringAddition2,1,1,1,1,2023-04-03 13:33:22.535,2023-04-03 13:34:14.45
norway22107,Strings,Challenges,JEscapeChar2,1,1,1,1,2023-04-03 13:31:31.266,2023-04-03 13:32:18.774
norway22107,Strings,Challenges,JEscapeChar3,1,2,0.5,"0,1",2023-04-03 13:29:24.462,2023-04-03 13:31:28.929
norway22107,Strings,Challenges,JStringEqual2,1,2,0.5,"0,1",2023-04-03 13:27:11.565,2023-04-03 13:28:11.29
norway22107,Strings,Challenges,JCharAt2,1,1,1,1,2023-04-03 13:26:20.186,2023-04-03 13:27:12.905
norway22107,Strings,Coding,first_half,1,1,1,1,2023-04-03 14:18:04.728,2023-04-03 14:22:50.172
norway22107,Strings,Coding,non_start,1,2,0.5,"0,1",2023-04-03 14:27:21.984,2023-04-03 14:29:24.373
norway22107,Strings,Coding,make_out_word,1,2,0.5,"0,1",2023-04-03 14:53:11.49,2023-04-03 14:56:44.854
norway22107,Strings,Coding,repeat_last_char,1,3,0.33,"0,0,1",2023-04-03 14:49:14.915,2023-04-03 14:53:12.828
norway22107,Strings,Coding,first_last_swap,1,9,0.11,"0,0,0,0,0,0,0,0,1",2023-04-03 14:29:32.535,2023-04-03 14:49:11.422
norway22107,Strings,Coding,end_characters,1,1,1,1,2023-04-03 14:17:49.846,2023-04-03 14:27:18.73
norway22107,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,8,0.12,"0,0,0,0,0,0,0,1",2023-04-03 13:37:47.967,2023-04-03 14:17:16.481
norway22107,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-04-03 17:02:22.606,2023-04-03 17:02:52.776
norway22107,If-Else,Challenges,JIfElseWages2,1,1,1,1,2023-04-03 17:03:33.193,2023-04-03 17:06:56.257
norway22107,If-Else,Challenges,JIfElseIfGrade2,1,1,1,1,2023-04-03 17:08:41.576,2023-04-03 17:09:54.488
norway22107,If-Else,Challenges,JNestedIfTemperature2,1,2,0.5,"0,1",2023-04-03 17:06:56.187,2023-04-03 17:08:43.918
norway22107,If-Else,Challenges,JNestedIfMaxOfThree,1,1,1,1,2023-04-03 17:02:50.476,2023-04-03 17:03:33.307
norway22107,If-Else,Coding,sortaSum,1,1,1,1,2023-04-03 17:09:58.752,2023-04-03 17:12:31.304
norway22107,If-Else,Coding,twoAsOne,1,2,0.5,"0,1",2023-04-03 17:12:30.471,2023-04-03 17:16:52.772
norway22107,If-Else,Coding,greenTicket,1,3,0.33,"0,0,1",2023-04-03 17:29:42.309,2023-04-03 17:33:41.165
norway22107,If-Else,Coding,without2,1,39,0.03,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",2023-04-03 17:29:43.379,2023-04-03 18:24:54.594
norway22107,If-Else,Coding,in1To10,1,21,0.05,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",2023-04-03 17:16:50.55,2023-04-03 17:29:41.804
norway22108,Variables and Operations,Coding,second_in_days,0,6,0,"0,0,0,0,0,0",2023-03-17 21:18:28.557,#N/A
norway22108,Strings,Coding,end_characters,0,7,0,"0,0,0,0,0,0,0",2023-03-20 21:24:21.978,#N/A
norway22108,Boolean Expressions,Challenges,JPhoneAge2,1,1,1,1,2023-03-20 01:19:07.852,2023-03-20 01:19:35.472
norway22108,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-20 01:19:37.022,2023-03-20 01:19:58.596
norway22108,Boolean Expressions,Challenges,JBooleanDryHot2,1,3,0.33,"0,0,1",2023-03-20 01:20:04.718,2023-03-20 01:20:38.889
norway22108,Boolean Expressions,Coding,love6,1,5,0.2,"0,0,0,0,1",2023-03-17 21:11:39.12,2023-03-20 01:25:46.851
norway22108,Boolean Expressions,Coding,squirrel_play,1,4,0.25,"0,0,0,1",2023-03-20 01:25:47.43,#N/A
norway22108,Boolean Expressions,Coding,in_order,1,8,0.12,"0,0,0,0,0,0,0,1",2023-03-20 01:20:57.757,2023-03-20 01:25:04.671
norway22108,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-03-17 20:13:06.559,2023-03-17 20:14:11.007
norway22108,If-Else,Challenges,JIfElseWages2,1,9,0.11,"0,0,0,0,0,0,0,0,1",2023-03-17 20:14:12.181,2023-03-17 21:09:38.238
norway22108,If-Else,Challenges,JIfElseIfGrade2,1,1,1,1,2023-03-17 20:22:23.221,2023-03-17 20:23:22.452
norway22108,If-Else,Challenges,JNestedIfTemperature2,1,1,1,1,2023-03-17 20:23:25.122,2023-03-17 20:29:03.333
norway22108,If-Else,Challenges,JNestedIfMaxOfThree,1,2,0.5,"0,1",2023-03-17 20:29:02.991,2023-03-17 21:05:00.502
norway22108,Arrays,Coding,arrays_1,1,6,0.33,"0,0,0,1,0,1",2023-03-20 01:29:15.295,2023-03-20 01:30:15.876
norway22108,Arrays,Coding,arrays_2,1,8,0.25,"0,0,0,0,0,1,0,1",2023-03-20 01:30:16.125,2023-03-20 01:32:06.266
norway22108,Arrays,Coding,arrays_3,1,4,0.5,"0,0,1,1",2023-03-20 01:32:09.163,2023-03-20 01:35:13.997
norway22108,Arrays,Coding,array_4,1,5,0.4,"0,0,0,1,1",2023-03-20 01:35:18.431,2023-03-20 01:36:35.697
norway22108,Arrays,Coding,fixing_order_of_numbers,1,18,0.11,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1",2023-03-20 01:36:38.401,2023-03-20 01:43:42.319
norway22108,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_1,1,3,0.33,"0,0,1",2023-03-17 21:23:40.004,2023-03-17 21:25:53.309
norway22108,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_2,1,5,0.2,"0,0,0,0,1",2023-03-20 01:10:45.271,2023-03-20 01:13:00.564
norway22108,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_3,1,4,0.25,"0,0,0,1",2023-03-17 21:26:01.254,2023-03-20 01:14:13.307
norway22109,Variables and Operations,Challenges,JDecInc2,1,5,0.2,"0,0,0,0,1",2023-03-26 07:54:57.508,2023-04-05 00:08:16.67
norway22109,Variables and Operations,Challenges,JDecInc3,1,4,0.25,"0,0,0,1",2023-04-05 00:08:17.93,2023-04-05 00:08:58.976
norway22109,Variables and Operations,Challenges,FahrenheitToCelsius,1,4,0.25,"0,0,0,1",2023-04-05 00:10:47.407,2023-04-05 00:11:39.802
norway22109,Variables and Operations,Challenges,VendingMachine2,1,3,0.33,"0,0,1",2023-04-05 00:09:02.151,2023-04-05 00:10:13.414
norway22109,Variables and Operations,Challenges,PythagoreanTheorem2,1,4,0.25,"0,0,0,1",2023-04-05 00:10:14.382,2023-04-05 00:10:46.493
norway22109,Variables and Operations,Coding,second_in_days,0,2,0,0,2023-04-05 00:12:12.584,#N/A
norway22109,Strings,Coding,first_last_swap,0,10,0,"0,0,0,0,0,0,0,0,0,0",2023-04-04 23:48:20.925,#N/A
norway22109,Boolean Expressions,Coding,love6,0,5,0,"0,0,0,0,0",2023-04-05 00:16:08.976,#N/A
norway22109,If-Else,Challenges,ifElseOddEven,1,4,0.25,"0,0,0,1",2023-04-04 23:25:45.072,2023-04-04 23:27:46.154
norway22109,If-Else,Challenges,JNestedIfTemperature2,1,3,0.33,"0,0,1",2023-04-04 23:28:14.631,2023-04-04 23:30:37.034
norway22109,If-Else,Challenges,JNestedIfMaxOfThree,1,3,0.33,"0,0,1",2023-04-04 23:30:50.766,2023-04-04 23:32:03.555
norway22109,If-Else,Coding,sortaSum,0,6,0,"0,0,0,0,0,0",2023-04-04 23:32:31.594,#N/A
norway22109,If-Else,Coding,twoAsOne,0,4,0,"0,0,0,0",2023-04-04 23:42:31.405,#N/A
norway22109,For Loops,Coding,for1_coding,0,3,0,"0,0,0",2023-04-05 00:14:28.51,#N/A
norway22109,Objects and Classes,Coding,object_classes_1,1,1,1,1,2023-04-05 00:23:18.124,2023-04-05 00:23:59.298
norway22109,Objects and Classes,Coding,object_classes_2,0,1,0,0,2023-04-05 00:26:47.791,#N/A
norway22109,Objects and Classes,Coding,object_classes_3,0,2,0,0,2023-04-05 00:24:42.871,#N/A
norway22109,Objects and Classes,Coding,object_classes_4,1,1,1,1,2023-04-05 00:24:06.033,2023-04-05 00:24:41.278
norway22109,Arrays,Coding,arrays_1,1,1,1,1,2023-04-04 23:58:19.406,2023-04-04 23:59:00.17
norway22109,Arrays,Coding,arrays_2,0,2,0,0,2023-04-04 23:59:01.165,#N/A
norway22109,Arrays,Coding,arrays_3,1,2,0.5,"0,1",2023-04-05 00:00:02.844,2023-04-05 00:01:34.529
norway22109,Arrays,Coding,array_4,1,3,0.33,"0,0,1",2023-04-05 00:20:28.766,2023-04-05 00:22:53.023
