user_id,skill_name,type,activityId,correct,attempt_count,successRate,sequence,visited_At,completed_At,order_Id
norway22115,Variables and Operations,Challenges,BmiCalculator2,1,3,0.33,"0,0,1",2023-03-17 11:40:46.249,2023-03-17 11:41:06.464,21
norway22113,Variables and Operations,Challenges,FahrenheitToCelsius,1,3,0.33,"0,0,1",2023-03-17 11:40:52.586,2023-03-17 11:41:16.094,22
norway22115,Variables and Operations,Challenges,PythagoreanTheorem2,1,4,0.25,"0,0,0,1",2023-03-17 11:41:05.486,2023-03-17 11:41:35.944,23
norway22113,Variables and Operations,Challenges,DisplayTime2,1,5,0.2,"0,0,0,0,1",2023-03-17 11:41:17.769,2023-03-17 11:42:59.226,24
norway22102,Variables and Operations,Challenges,DisplayTime2,1,4,0.25,"0,0,0,1",2023-03-17 11:42:06.427,2023-03-17 11:55:26.123,25
norway22113,Variables and Operations,Challenges,VendingMachine2,1,4,0.25,"0,0,0,1",2023-03-17 11:42:59.334,2023-03-17 11:43:25.622,26
norway22113,Variables and Operations,Challenges,BmiCalculator2,1,4,0.25,"0,0,0,1",2023-03-17 11:43:26.163,2023-03-17 11:43:52.788,27
norway22113,Variables and Operations,Challenges,PythagoreanTheorem2,1,3,0.33,"0,0,1",2023-03-17 11:43:55.22,2023-03-17 11:44:12.701,28
norway22115,Strings,Challenges,Initials2,1,5,0.2,"0,0,0,0,1",2023-03-17 11:45:44.349,2023-03-17 11:46:44.985,29
norway22115,Strings,Challenges,Initials3,1,2,0.5,"0,1",2023-03-17 11:46:45.334,2023-03-17 11:46:58.063,30
norway22115,Strings,Challenges,StringAddition2,1,6,0.17,"0,0,0,0,0,1",2023-03-17 11:46:57.85,2023-03-17 11:47:21.501,31
norway22115,Strings,Challenges,JEscapeChar2,1,4,0.25,"0,0,0,1",2023-03-17 11:47:21.904,2023-03-17 11:47:38.522,32
norway22115,Strings,Challenges,JEscapeChar3,1,6,0.17,"0,0,0,0,0,1",2023-03-17 11:47:39.082,2023-03-17 11:48:18.258,33
norway22115,Strings,Challenges,JStringEqual2,1,4,0.25,"0,0,0,1",2023-03-17 11:48:18.728,2023-03-17 11:48:50.741,34
norway22115,Strings,Challenges,JCharAt2,1,3,0.33,"0,0,1",2023-03-17 11:48:50.367,2023-03-17 11:49:03.105,35
norway22115,Objects and Classes,Challenges,PointTester2,1,8,0.12,"0,0,0,0,0,0,0,1",2023-03-17 11:52:19.262,2023-03-17 11:53:02.444,36
norway22115,Objects and Classes,Challenges,TVTester2,1,5,0.2,"0,0,0,0,1",2023-03-17 11:53:02.553,2023-03-17 11:54:14.75,37
norway22115,Objects and Classes,Challenges,Transactions2,1,1,1,1,2023-03-17 11:54:13.495,2023-03-17 11:54:28.622,38
norway22115,Objects and Classes,Challenges,LoanTester2,1,6,0.17,"0,0,0,0,0,1",2023-03-17 11:54:28.88,2023-03-17 11:55:37.178,39
norway22102,Variables and Operations,Challenges,VendingMachine2,1,1,1,1,2023-03-17 11:55:54.107,2023-03-17 11:58:18.628,40
norway22114,Variables and Operations,Challenges,JDecInc2,1,1,1,1,2023-03-17 12:02:58.935,2023-03-17 12:58:25.588,41
norway22113,Strings,Challenges,Initials2,1,4,0.25,"0,0,0,1",2023-03-17 12:03:51.364,2023-03-17 12:04:19.947,42
norway22113,Strings,Challenges,Initials3,1,1,1,1,2023-03-17 12:04:20.986,2023-03-17 12:04:38.812,43
norway22113,Strings,Challenges,StringAddition2,1,4,0.25,"0,0,0,1",2023-03-17 12:04:39.268,2023-03-17 12:05:33.926,44
norway22113,Strings,Challenges,JEscapeChar2,1,2,0.5,"0,1",2023-03-17 12:05:35.664,2023-03-17 12:05:46.058,45
norway22113,Strings,Challenges,JEscapeChar3,1,4,0.25,"0,0,0,1",2023-03-17 12:06:06.607,2023-03-17 12:06:25.992,46
norway22113,Strings,Challenges,JStringEqual2,1,2,0.5,"0,1",2023-03-17 12:06:25.859,2023-03-17 12:06:39.789,47
norway22113,Strings,Challenges,JCharAt2,1,6,0.17,"0,0,0,0,0,1",2023-03-17 12:06:47.397,2023-03-17 12:07:16.997,48
norway22115,ArrayLists,Challenges,JVocabulary2,1,3,0.33,"0,0,1",2023-03-17 12:14:46.891,2023-03-17 12:15:21.076,49
norway22113,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-17 12:20:21.556,2023-03-17 12:20:29.337,50
norway22113,Boolean Expressions,Challenges,JPhoneAge2,1,4,0.25,"0,0,0,1",2023-03-17 12:21:00.555,2023-03-17 12:21:19.95,51
norway22113,Boolean Expressions,Challenges,JFailCourse3,1,4,0.25,"0,0,0,1",2023-03-17 12:21:22.062,2023-03-17 12:21:36.881,52
norway22113,Boolean Expressions,Challenges,JRentCar2,1,3,0.33,"0,0,1",2023-03-17 12:21:37.688,2023-03-17 12:21:52.877,53
norway22113,Boolean Expressions,Challenges,JRentCar3,1,5,0.2,"0,0,0,0,1",2023-03-17 12:21:55.416,2023-03-17 12:22:21.965,54
norway22113,Boolean Expressions,Challenges,JBooleanDryHot2,1,1,1,1,2023-03-17 12:22:22.522,2023-03-17 12:22:30.441,55
norway22113,Boolean Expressions,Challenges,JBooleanDryHot3,1,5,0.2,"0,0,0,0,1",2023-03-17 12:22:30.893,2023-03-17 12:24:37.852,56
norway22126,Variables and Operations,Challenges,JDecInc2,1,4,0.5,"0,1,0,1",2023-03-17 12:24:23.352,#N/A,57
norway22113,Boolean Expressions,Challenges,JBooleanDryHot4,1,4,0.25,"0,0,0,1",2023-03-17 12:24:39.304,2023-03-17 12:25:01,58
norway22102,Variables and Operations,Challenges,PythagoreanTheorem2,1,5,0.2,"0,0,0,0,1",2023-03-17 12:24:57.34,2023-03-17 12:26:16.158,59
norway22113,Boolean Expressions,Challenges,JThreeBoolean2,1,4,0.25,"0,0,0,1",2023-03-17 12:27:24.16,2023-03-17 12:27:45.263,60
norway22113,Boolean Expressions,Challenges,JThreeBoolean3,1,5,0.2,"0,0,0,0,1",2023-03-17 12:27:45.748,2023-03-17 12:28:06.766,61
norway22115,Boolean Expressions,Challenges,JPhoneAge2,1,2,0.5,"0,1",2023-03-17 12:32:14.429,2023-03-17 12:32:22.718,62
norway22115,Boolean Expressions,Challenges,JFailCourse2,1,4,0.25,"0,0,0,1",2023-03-17 12:32:23.101,2023-03-17 12:32:50.258,63
norway22115,Boolean Expressions,Challenges,JFailCourse3,1,4,0.25,"0,0,0,1",2023-03-17 12:32:50.417,2023-03-17 12:33:05.99,64
norway22115,Boolean Expressions,Challenges,JRentCar2,1,2,0.5,"0,1",2023-03-17 12:33:05.81,2023-03-17 12:33:16.388,65
norway22115,Boolean Expressions,Challenges,JRentCar3,1,4,0.25,"0,0,0,1",2023-03-17 12:33:16.655,2023-03-17 12:33:36.83,66
norway22115,Boolean Expressions,Challenges,JBooleanDryHot2,1,1,1,1,2023-03-17 12:33:37.222,2023-03-17 12:33:43.76,67
norway22115,Boolean Expressions,Challenges,JBooleanDryHot3,1,2,0.5,"0,1",2023-03-17 12:33:43.231,2023-03-17 12:33:51.746,68
norway22115,Boolean Expressions,Challenges,JBooleanDryHot4,1,2,0.5,"0,1",2023-03-17 12:33:52.377,2023-03-17 12:34:01.096,69
norway22115,Boolean Expressions,Challenges,JThreeBoolean2,1,1,1,1,2023-03-17 12:34:01.16,2023-03-17 12:34:07.809,70
norway22115,Boolean Expressions,Challenges,JThreeBoolean3,1,4,0.25,"0,0,0,1",2023-03-17 12:34:08.277,2023-03-17 12:34:21.746,71
norway22126,Variables and Operations,Challenges,JDecInc3,1,4,0.25,"0,0,0,1",2023-03-17 12:38:42.359,2023-03-17 12:41:30.712,72
norway22126,Strings,Challenges,Initials2,1,2,0.5,"0,1",2023-03-17 12:41:52.061,2023-03-17 12:44:04.358,73
norway22126,Strings,Challenges,Initials3,1,1,1,1,2023-03-17 12:44:06.958,2023-03-17 12:46:11.543,74
norway22126,Strings,Challenges,StringAddition2,1,3,0.33,"0,0,1",2023-03-17 12:46:51.538,2023-03-17 12:49:33.842,75
norway22114,Variables and Operations,Challenges,JDecInc3,1,1,1,1,2023-03-17 12:58:58.249,2023-03-17 14:05:51.657,76
norway22115,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-03-17 13:01:48.994,2023-03-17 13:01:55.072,77
norway22115,If-Else,Challenges,JIfElseIfGrade2,1,5,0.2,"0,0,0,0,1",2023-03-17 13:03:47.929,2023-03-17 13:04:07.737,78
norway22115,If-Else,Challenges,JNestedIfTemperature2,1,2,0.5,"0,1",2023-03-17 13:04:07.836,2023-03-17 13:04:17.479,79
norway22115,If-Else,Challenges,JNestedIfMaxOfThree,1,3,0.33,"0,0,1",2023-03-17 13:04:17.8,2023-03-17 13:04:28.59,80
norway22113,If-Else,Challenges,ifElseOddEven,1,4,0.25,"0,0,0,1",2023-03-17 13:26:18.302,2023-03-17 13:26:56.549,81
norway22113,If-Else,Challenges,JIfElseWages2,1,7,0.14,"0,0,0,0,0,0,1",2023-03-17 13:26:56.585,2023-03-17 13:27:19.592,82
norway22113,If-Else,Challenges,JIfElseIfGrade2,1,3,0.33,"0,0,1",2023-03-17 13:27:19.669,2023-03-17 13:27:49.593,83
norway22113,If-Else,Challenges,JNestedIfTemperature2,1,4,0.25,"0,0,0,1",2023-03-17 13:27:49.695,2023-03-17 13:28:02.414,84
norway22113,If-Else,Challenges,JNestedIfMaxOfThree,1,2,0.5,"0,1",2023-03-17 13:28:02.351,2023-03-17 13:28:09.071,85
norway22113,While Loops,Challenges,JInput3,1,5,0.2,"0,0,0,0,1",2023-03-17 13:32:17.194,2023-03-17 13:33:31.818,86
norway22113,While Loops,Challenges,JLargestDivisor,1,1,1,1,2023-03-17 13:32:44.947,2023-03-17 13:32:51.746,87
norway22113,While Loops,Challenges,JInput2,1,5,0.2,"0,0,0,0,1",2023-03-17 13:32:51.496,2023-03-17 13:33:04.482,88
norway22113,While Loops,Challenges,JInput4,1,3,0.33,"0,0,1",2023-03-17 13:33:31.791,2023-03-17 13:33:40.369,89
norway22113,While Loops,Challenges,JAverageEvenNums,1,10,0.1,"0,0,0,0,0,0,0,0,0,1",2023-03-17 13:33:48.292,2023-03-17 13:34:19.089,90
norway22113,While Loops,Challenges,JAverageDouble,1,20,0.05,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",2023-03-17 13:34:21.309,2023-03-17 13:35:12.929,91
norway22113,While Loops,Challenges,JAdjacentConsecutives,1,3,0.33,"0,0,1",2023-03-17 13:35:13.992,2023-03-17 13:35:24.779,92
norway22113,While Loops,Challenges,JAdjacentGreater,1,10,0.1,"0,0,0,0,0,0,0,0,0,1",2023-03-17 13:35:33.485,2023-03-17 13:36:02.353,93
norway22113,While Loops,Challenges,JSumDigits,1,1,1,1,2023-03-17 13:36:08.941,2023-03-17 13:36:14.594,94
norway22113,While Loops,Challenges,JReverseNumber,1,1,1,1,2023-03-17 13:36:14.736,2023-03-17 13:36:21.151,95
norway22113,While Loops,Challenges,JWinPercentageInput,1,2,0.5,"0,1",2023-03-17 13:36:19.163,2023-03-17 13:36:25.65,96
norway22113,While Loops,Challenges,JWinPercentageWonEqual,1,8,0.12,"0,0,0,0,0,0,0,1",2023-03-17 13:36:25.719,2023-03-17 13:36:51.186,97
norway22117,Variables and Operations,Challenges,JDecInc2,1,5,0.2,"0,0,0,0,1",2023-03-17 13:51:41.03,2023-03-17 13:55:59.541,98
norway22115,While Loops,Challenges,JLargestDivisor,1,4,0.25,"0,0,0,1",2023-03-17 13:54:56.372,2023-03-17 13:55:15.923,99
norway22115,While Loops,Challenges,JInput2,1,3,0.33,"0,0,1",2023-03-17 13:55:15.065,2023-03-17 13:55:25.929,100
norway22115,While Loops,Challenges,JInput3,1,4,0.25,"0,0,0,1",2023-03-17 13:55:26.246,2023-03-17 13:55:40.807,101
norway22115,While Loops,Challenges,JInput4,1,4,0.25,"0,0,0,1",2023-03-17 13:55:40.797,2023-03-17 13:55:55.59,102
norway22117,Variables and Operations,Challenges,JDecInc3,1,4,0.25,"0,0,0,1",2023-03-17 13:56:01.359,2023-03-17 13:59:20.994,103
norway22115,While Loops,Challenges,JAverageEvenNums,1,6,0.17,"0,0,0,0,0,1",2023-03-17 13:56:22.716,2023-03-17 13:58:43.94,104
norway22115,While Loops,Challenges,JAverageDouble,1,9,0.11,"0,0,0,0,0,0,0,0,1",2023-03-17 13:58:44.251,2023-03-17 13:59:53.573,105
norway22115,While Loops,Challenges,JAdjacentConsecutives,1,3,0.33,"0,0,1",2023-03-17 13:59:54.018,2023-03-17 14:00:12.75,106
norway22115,While Loops,Challenges,JAdjacentGreater,1,3,0.33,"0,0,1",2023-03-17 14:00:13.202,2023-03-17 14:00:37.092,107
norway22115,While Loops,Challenges,JSumDigits,1,3,0.33,"0,0,1",2023-03-17 14:00:37.567,2023-03-17 14:01:05.618,108
norway22115,While Loops,Challenges,JReverseNumber,1,4,0.25,"0,0,0,1",2023-03-17 14:01:06.036,2023-03-17 14:01:34.431,109
norway22115,While Loops,Challenges,JWinPercentageInput,1,1,1,1,2023-03-17 14:01:34.701,2023-03-17 14:01:44.975,110
norway22115,While Loops,Challenges,JWinPercentageWonEqual,1,7,0.14,"0,0,0,0,0,0,1",2023-03-17 14:01:45.272,2023-03-17 14:02:20.412,111
norway22130,Variables and Operations,Challenges,JDecInc2,1,2,0.5,"0,1",2023-03-17 14:02:22.043,2023-03-17 14:07:45.357,112
norway22130,Variables and Operations,Challenges,JDecInc3,1,6,0.17,"0,0,0,0,0,1",2023-03-17 14:07:51.533,2023-03-19 11:54:25.419,113
norway22114,Variables and Operations,Challenges,FahrenheitToCelsius,1,1,1,1,2023-03-17 14:13:07.998,2023-03-17 14:23:19.104,114
norway22114,Variables and Operations,Challenges,DisplayTime2,1,6,0.33,"0,0,0,0,1,1",2023-03-17 14:23:27.761,2023-03-17 14:46:57.806,115
norway22115,Nested Loops,Challenges,JStars2,1,2,0.5,"0,1",2023-03-17 14:29:53.995,2023-03-17 14:30:02.723,116
norway22115,Nested Loops,Challenges,JRepeatedSequence2,1,4,0.25,"0,0,0,1",2023-03-17 14:30:02.932,2023-03-17 14:30:15.772,117
norway22115,Exception handling,Challenges,JCheckAge2,1,5,0.2,"0,0,0,0,1",2023-03-17 14:30:28.883,2023-03-17 14:31:15.31,118
norway22115,Exception handling,Challenges,JCheckProductCode2,1,2,0.5,"0,1",2023-03-17 14:31:16.408,2023-03-17 14:31:31.224,119
norway22115,File processing,Challenges,JWorkHours2,1,4,0.25,"0,0,0,1",2023-03-17 14:31:39.069,2023-03-17 14:33:05.064,120
norway22115,File processing,Challenges,JInputStat2,1,4,0.25,"0,0,0,1",2023-03-17 14:33:03.915,2023-03-17 14:33:36.441,121
norway22115,Inheritance,Challenges,AnimalTester2,1,5,0.2,"0,0,0,0,1",2023-03-17 14:33:48.402,2023-03-17 14:34:21.62,122
norway22115,Inheritance,Challenges,InheritancePointTester2,1,4,0.25,"0,0,0,1",2023-03-17 14:34:20.611,2023-03-17 14:34:44.028,123
norway22115,For Loops,Challenges,JForOne2,1,3,0.33,"0,0,1",2023-03-17 14:35:15.217,2023-03-17 14:35:27.152,124
norway22115,For Loops,Challenges,JForTwo2,1,2,0.5,"0,1",2023-03-17 14:35:27.971,2023-03-17 14:35:35.291,125
norway22115,For Loops,Challenges,JForThree2,1,4,0.25,"0,0,0,1",2023-03-17 14:35:36.773,2023-03-17 14:35:59.307,126
norway22115,For Loops,Challenges,JWriteSquaresOdd,1,1,1,1,2023-03-17 14:35:58.404,2023-03-17 14:36:04.352,127
norway22115,For Loops,Challenges,JWriteSquaresRange,1,2,0.5,"0,1",2023-03-17 14:36:03.269,2023-03-17 14:36:11.446,128
norway22115,Arrays,Challenges,JArrayBasic2,1,1,1,1,2023-03-17 14:36:27.134,2023-03-17 14:36:32.855,129
norway22115,Arrays,Challenges,JArrayBasic3,1,7,0.14,"0,0,0,0,0,0,1",2023-03-17 14:36:33.353,2023-03-17 14:37:13.407,130
norway22115,Arrays,Challenges,JArrayFillUserInput,1,1,1,1,2023-03-17 14:37:13.466,2023-03-17 14:37:18.222,131
norway22115,Arrays,Challenges,JArraySwapAdjacentElements,1,7,0.14,"0,0,0,0,0,0,1",2023-03-17 14:37:18.723,2023-03-17 14:37:54.711,132
norway22115,Arrays,Challenges,JAverageArrayElements,1,4,0.25,"0,0,0,1",2023-03-17 14:37:55.213,2023-03-17 14:38:09.667,133
norway22115,Arrays,Challenges,JArrayMin,1,5,0.2,"0,0,0,0,1",2023-03-17 14:38:09.611,2023-03-17 14:38:34.915,134
norway22115,Arrays,Challenges,JTemperatureListDaysAboveThreshold,1,5,0.2,"0,0,0,0,1",2023-03-17 14:38:35.194,2023-03-17 14:39:46.884,135
norway22127,Variables and Operations,Challenges,JDecInc2,1,2,0.5,"0,1",2023-03-17 14:39:22.955,#N/A,136
norway22115,Arrays,Challenges,JArrayRotateLeftTwice,1,9,0.11,"0,0,0,0,0,0,0,0,1",2023-03-17 14:39:46.71,2023-03-17 14:41:21.466,137
norway22115,Arrays,Challenges,JArrayRotateRight,1,8,0.12,"0,0,0,0,0,0,0,1",2023-03-17 14:41:20.759,2023-03-17 14:42:20.755,138
norway22115,Arrays,Challenges,JArrayRotateRightTwice,1,15,0.07,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",2023-03-17 14:42:21.419,2023-03-17 14:43:13.511,139
norway22115,Arrays,Challenges,JSearchArrayTotalCounts,1,10,0.1,"0,0,0,0,0,0,0,0,0,1",2023-03-17 14:43:13.186,2023-03-17 14:44:43.754,140
norway22115,Arrays,Challenges,JSearchArrayCountsEach,1,5,0.2,"0,0,0,0,1",2023-03-17 14:44:43.32,2023-03-17 14:45:07.305,141
norway22115,Two-Dimensional Arrays,Challenges,JArrays2dBasic2,1,1,1,1,2023-03-17 14:45:23.147,2023-03-17 14:45:30.17,142
norway22115,Two-Dimensional Arrays,Challenges,JArrays2dBasic3,1,2,0.5,"0,1",2023-03-17 14:45:30.23,2023-03-17 14:45:39.147,143
norway22115,Two-Dimensional Arrays,Challenges,JPrintMedalsRowColumnTotal,1,7,0.14,"0,0,0,0,0,0,1",2023-03-17 14:45:38.938,2023-03-17 14:46:04.366,144
norway22115,Two-Dimensional Arrays,Challenges,JSodaSurverySodaAvg,1,6,0.17,"0,0,0,0,0,1",2023-03-17 14:46:04.438,2023-03-17 14:47:29.956,145
norway22127,Variables and Operations,Challenges,JDecInc3,1,1,1,1,2023-03-17 14:46:09.853,2023-03-17 14:48:02.253,146
norway22114,Variables and Operations,Challenges,VendingMachine2,1,1,1,1,2023-03-17 14:47:08.236,#N/A,147
norway22115,Two-Dimensional Arrays,Challenges,JSodaSurverySodaRespondentAvg,1,3,0.33,"0,0,1",2023-03-17 14:47:28.477,2023-03-17 14:47:41.494,148
norway22127,Strings,Challenges,Initials2,1,3,0.33,"0,0,1",2023-03-17 14:52:15.527,2023-03-17 14:57:04.872,149
norway22130,Variables and Operations,Challenges,FahrenheitToCelsius,1,1,1,1,2023-03-17 14:53:37.633,2023-03-17 14:57:52.027,150
norway22127,Strings,Challenges,Initials3,1,1,1,1,2023-03-17 14:57:10.74,2023-03-17 14:58:34.654,151
norway22130,Variables and Operations,Challenges,DisplayTime2,1,2,0.5,"0,1",2023-03-17 14:58:16.102,#N/A,152
norway22127,Strings,Challenges,StringAddition2,1,3,0.33,"0,0,1",2023-03-17 14:58:36.271,2023-03-17 15:09:28.831,153
norway22130,Variables and Operations,Challenges,BmiCalculator2,1,3,0.33,"0,0,1",2023-03-17 15:02:09.279,2023-03-18 16:19:54.214,154
norway22114,Variables and Operations,Challenges,BmiCalculator2,1,1,1,1,2023-03-17 15:04:23.966,#N/A,155
norway22130,Variables and Operations,Challenges,PythagoreanTheorem2,1,2,0.5,"0,1",2023-03-17 15:04:54.822,2023-03-18 16:24:22.684,156
norway22105,Variables and Operations,Challenges,PythagoreanTheorem2,1,1,1,1,2023-03-17 15:05:11.211,2023-03-17 15:07:26.044,157
norway22105,Variables and Operations,Challenges,JDecInc2,1,6,0.17,"0,0,0,0,0,1",2023-03-17 15:08:00.05,2023-03-17 15:13:00.911,158
norway22105,Variables and Operations,Challenges,JDecInc3,1,2,0.5,"0,1",2023-03-17 15:13:03.375,2023-03-17 15:14:55.89,159
norway22105,Variables and Operations,Challenges,FahrenheitToCelsius,1,3,0.33,"0,0,1",2023-03-17 15:15:28.045,2023-03-17 15:16:41.188,160
norway22105,Variables and Operations,Challenges,DisplayTime2,1,4,0.25,"0,0,0,1",2023-03-17 15:17:06.656,2023-03-17 15:19:29.647,161
norway22105,Variables and Operations,Challenges,VendingMachine2,1,3,0.33,"0,0,1",2023-03-17 15:19:40.504,2023-03-17 15:20:46.994,162
norway22105,Variables and Operations,Challenges,BmiCalculator2,1,4,0.25,"0,0,0,1",2023-03-17 15:20:56.516,2023-03-17 15:22:30.511,163
norway22114,Variables and Operations,Challenges,PythagoreanTheorem2,1,6,0.17,"0,0,0,0,0,1",2023-03-17 15:50:44.604,2023-03-20 14:28:06.032,164
norway22127,Boolean Expressions,Challenges,JPhoneAge2,1,1,1,1,2023-03-17 18:47:52.481,2023-03-17 18:52:01.386,165
norway22127,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-17 18:52:03.307,2023-03-17 18:52:56.777,166
norway22127,Boolean Expressions,Challenges,JFailCourse3,1,1,1,1,2023-03-17 18:52:56.849,2023-03-17 18:55:03.367,167
norway22127,Boolean Expressions,Challenges,JRentCar2,1,1,1,1,2023-03-17 18:55:02.231,2023-03-17 18:57:28.771,168
norway22127,Boolean Expressions,Challenges,JRentCar3,1,1,1,1,2023-03-17 18:58:01.018,2023-03-17 18:59:06.168,169
norway22127,Boolean Expressions,Challenges,JBooleanDryHot2,1,1,1,1,2023-03-17 18:59:06.479,2023-03-17 19:01:08.069,170
norway22127,Boolean Expressions,Challenges,JBooleanDryHot3,1,1,1,1,2023-03-17 19:01:07.099,2023-03-17 19:02:10.298,171
norway22127,Boolean Expressions,Challenges,JBooleanDryHot4,1,1,1,1,2023-03-17 19:02:11.767,2023-03-17 19:03:48.72,172
norway22127,Boolean Expressions,Challenges,JThreeBoolean2,1,3,0.33,"0,0,1",2023-03-17 19:04:02.029,2023-03-17 19:05:48.861,173
norway22127,Boolean Expressions,Challenges,JThreeBoolean3,1,1,1,1,2023-03-17 19:06:10.03,2023-03-17 19:07:41.424,174
norway22127,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-03-17 19:46:11.606,2023-03-17 19:46:48.069,175
norway22127,If-Else,Challenges,JIfElseWages2,1,1,1,1,2023-03-17 19:46:49.393,2023-03-17 19:50:03.273,176
norway22127,If-Else,Challenges,JIfElseIfGrade2,1,1,1,1,2023-03-17 19:50:16.758,2023-03-17 19:51:12.851,177
norway22127,If-Else,Challenges,JNestedIfTemperature2,1,1,1,1,2023-03-17 19:51:34.034,2023-03-17 19:53:47.759,178
norway22127,If-Else,Challenges,JNestedIfMaxOfThree,1,1,1,1,2023-03-17 19:53:56.598,2023-03-17 19:54:54.352,179
norway22103,Variables and Operations,Challenges,JDecInc2,1,3,0.33,"0,0,1",2023-03-17 20:12:34.94,2023-03-17 20:20:48.589,180
norway22108,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-03-17 20:13:06.559,2023-03-17 20:14:11.007,181
norway22108,If-Else,Challenges,JIfElseWages2,1,9,0.11,"0,0,0,0,0,0,0,0,1",2023-03-17 20:14:12.181,2023-03-17 21:09:38.238,182
norway22103,Variables and Operations,Challenges,JDecInc3,1,2,0.5,"0,1",2023-03-17 20:20:51.265,2023-03-17 20:22:18.154,183
norway22108,If-Else,Challenges,JIfElseIfGrade2,1,1,1,1,2023-03-17 20:22:23.221,2023-03-17 20:23:22.452,184
norway22103,Variables and Operations,Challenges,DisplayTime2,1,5,0.2,"0,0,0,0,1",2023-03-17 20:22:34.206,2023-03-17 20:31:04.451,185
norway22103,Variables and Operations,Challenges,BmiCalculator2,1,5,0.2,"0,0,0,0,1",2023-03-17 20:22:43.128,2023-03-17 20:23:59.116,186
norway22108,If-Else,Challenges,JNestedIfTemperature2,1,1,1,1,2023-03-17 20:23:25.122,2023-03-17 20:29:03.333,187
norway22103,Variables and Operations,Challenges,FahrenheitToCelsius,1,2,0.5,"0,1",2023-03-17 20:24:01.564,2023-03-17 20:27:02.873,188
norway22108,If-Else,Challenges,JNestedIfMaxOfThree,1,2,0.5,"0,1",2023-03-17 20:29:02.991,2023-03-17 21:05:00.502,189
norway22103,Boolean Expressions,Challenges,JPhoneAge2,1,7,0.14,"0,0,0,0,0,0,1",2023-03-17 20:36:11.849,2023-03-17 20:37:50.981,190
