user_id,skill_name,type,activityId,correct,attempt_count,successRate,sequence,visited_At,completed_At,duration
norway22115,Variables and Operations,Challenges,PythagoreanTheorem2,0,4,0.25,"0,0,0,1",2023-03-17 11:41:05.486,2023-03-17 11:41:35.944,3
norway22115,Variables and Operations,Challenges,PythagoreanTheorem2,-1,4,0.25,"0,0,0,1",2023-03-17 11:41:05.487,2023-03-17 11:41:35.945,3
norway22113,Variables and Operations,Challenges,DisplayTime2,0,5,0.2,"0,0,0,0,1",2023-03-17 11:41:17.769,2023-03-17 11:42:59.226,
norway22102,Variables and Operations,Challenges,DisplayTime2,0,4,0.25,"0,0,0,1",2023-03-17 11:42:06.427,2023-03-17 11:55:26.123,
norway22113,Variables and Operations,Challenges,VendingMachine2,0,4,0.25,"0,0,0,1",2023-03-17 11:42:59.334,2023-03-17 11:43:25.622,2
norway22113,Variables and Operations,Challenges,BmiCalculator2,0,4,0.25,"0,0,0,1",2023-03-17 11:43:26.163,2023-03-17 11:43:52.788,2
norway22113,Variables and Operations,Challenges,PythagoreanTheorem2,0,3,0.33,"0,0,1",2023-03-17 11:43:55.22,2023-03-17 11:44:12.701,1
norway22113,Variables and Operations,Challenges,PythagoreanTheorem2,-1,3,0.33,"0,0,1",2023-03-17 11:43:55.23,2023-03-17 11:44:12.702,1
norway22115,Strings,Challenges,Initials2,0,5,0.2,"0,0,0,0,1",2023-03-17 11:45:44.349,2023-03-17 11:46:44.985,
norway22115,Strings,Challenges,Initials3,0,2,0.5,"0,1",2023-03-17 11:46:45.334,2023-03-17 11:46:58.063,1
norway22115,Strings,Challenges,StringAddition2,0,6,0.17,"0,0,0,0,0,1",2023-03-17 11:46:57.85,2023-03-17 11:47:21.501,2
norway22115,Strings,Challenges,JEscapeChar2,0,4,0.25,"0,0,0,1",2023-03-17 11:47:21.904,2023-03-17 11:47:38.522,1
norway22115,Strings,Challenges,JEscapeChar3,0,6,0.17,"0,0,0,0,0,1",2023-03-17 11:47:39.082,2023-03-17 11:48:18.258,3
norway22115,Strings,Challenges,JStringEqual2,0,4,0.25,"0,0,0,1",2023-03-17 11:48:18.728,2023-03-17 11:48:50.741,3
norway22115,Strings,Challenges,JCharAt2,0,3,0.33,"0,0,1",2023-03-17 11:48:50.367,2023-03-17 11:49:03.105,1
norway22115,Strings,Challenges,JCharAt2,-1,3,0.33,"0,0,1",2023-03-17 11:48:50.368,2023-03-17 11:49:03.106,1
norway22115,Objects and Classes,Challenges,PointTester2,0,8,0.12,"0,0,0,0,0,0,0,1",2023-03-17 11:52:19.262,2023-03-17 11:53:02.444,4
norway22115,Objects and Classes,Challenges,TVTester2,0,5,0.2,"0,0,0,0,1",2023-03-17 11:53:02.553,2023-03-17 11:54:14.75,
norway22115,Objects and Classes,Challenges,Transactions2,1,1,1,1,2023-03-17 11:54:13.495,2023-03-17 11:54:28.622,1
norway22115,Objects and Classes,Challenges,LoanTester2,0,6,0.17,"0,0,0,0,0,1",2023-03-17 11:54:28.88,2023-03-17 11:55:37.178,
norway22115,Objects and Classes,Challenges,LoanTester2,-1,6,0.17,"0,0,0,0,0,1",2023-03-17 11:54:28.89,2023-03-17 11:55:37.179,
norway22102,Variables and Operations,Challenges,VendingMachine2,1,1,1,1,2023-03-17 11:55:54.107,2023-03-17 11:58:18.628,
norway22114,Variables and Operations,Challenges,JDecInc2,1,1,1,1,2023-03-17 12:02:58.935,2023-03-17 12:58:25.588,
norway22113,Strings,Challenges,Initials2,0,4,0.25,"0,0,0,1",2023-03-17 12:03:51.364,2023-03-17 12:04:19.947,2
norway22113,Strings,Challenges,Initials3,1,1,1,1,2023-03-17 12:04:20.986,2023-03-17 12:04:38.812,1
norway22113,Strings,Challenges,StringAddition2,0,4,0.25,"0,0,0,1",2023-03-17 12:04:39.268,2023-03-17 12:05:33.926,
norway22113,Strings,Challenges,JEscapeChar2,0,2,0.5,"0,1",2023-03-17 12:05:35.664,2023-03-17 12:05:46.058,1
norway22113,Strings,Challenges,JEscapeChar3,0,4,0.25,"0,0,0,1",2023-03-17 12:06:06.607,2023-03-17 12:06:25.992,1
norway22113,Strings,Challenges,JStringEqual2,0,2,0.5,"0,1",2023-03-17 12:06:25.859,2023-03-17 12:06:39.789,1
norway22113,Strings,Challenges,JCharAt2,0,6,0.17,"0,0,0,0,0,1",2023-03-17 12:06:47.397,2023-03-17 12:07:16.997,2
norway22113,Strings,Challenges,JCharAt2,-1,6,0.17,"0,0,0,0,0,1",2023-03-17 12:06:47.398,2023-03-17 12:07:16.998,2
norway22115,ArrayLists,Challenges,JVocabulary2,0,3,0.33,"0,0,1",2023-03-17 12:14:46.891,2023-03-17 12:15:21.076,3
norway22115,ArrayLists,Challenges,JVocabulary2,-1,3,0.33,"0,0,1",2023-03-17 12:14:46.892,2023-03-17 12:15:21.077,3
norway22113,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-17 12:20:21.556,2023-03-17 12:20:29.337,0
norway22113,Boolean Expressions,Challenges,JPhoneAge2,0,4,0.25,"0,0,0,1",2023-03-17 12:21:00.555,2023-03-17 12:21:19.95,1
norway22113,Boolean Expressions,Challenges,JFailCourse3,0,4,0.25,"0,0,0,1",2023-03-17 12:21:22.062,2023-03-17 12:21:36.881,1
norway22113,Boolean Expressions,Challenges,JRentCar2,0,3,0.33,"0,0,1",2023-03-17 12:21:37.688,2023-03-17 12:21:52.877,1
norway22113,Boolean Expressions,Challenges,JRentCar3,0,5,0.2,"0,0,0,0,1",2023-03-17 12:21:55.416,2023-03-17 12:22:21.965,2
norway22113,Boolean Expressions,Challenges,JBooleanDryHot2,1,1,1,1,2023-03-17 12:22:22.522,2023-03-17 12:22:30.441,0
norway22113,Boolean Expressions,Challenges,JBooleanDryHot3,0,5,0.2,"0,0,0,0,1",2023-03-17 12:22:30.893,2023-03-17 12:24:37.852,
norway22113,Boolean Expressions,Challenges,JBooleanDryHot4,0,4,0.25,"0,0,0,1",2023-03-17 12:24:39.304,2023-03-17 12:25:01,2
norway22102,Variables and Operations,Challenges,PythagoreanTheorem2,0,5,0.2,"0,0,0,0,1",2023-03-17 12:24:57.34,2023-03-17 12:26:16.158,
norway22102,Variables and Operations,Challenges,PythagoreanTheorem2,-1,5,0.2,"0,0,0,0,1",2023-03-17 12:24:57.35,2023-03-17 12:26:16.158,
norway22113,Boolean Expressions,Challenges,JThreeBoolean2,0,4,0.25,"0,0,0,1",2023-03-17 12:27:24.16,2023-03-17 12:27:45.263,2
norway22113,Boolean Expressions,Challenges,JThreeBoolean3,0,5,0.2,"0,0,0,0,1",2023-03-17 12:27:45.748,2023-03-17 12:28:06.766,2
norway22113,Boolean Expressions,Challenges,JThreeBoolean3,-1,5,0.2,"0,0,0,0,1",2023-03-17 12:27:45.749,2023-03-17 12:28:06.767,2
norway22115,Boolean Expressions,Challenges,JPhoneAge2,0,2,0.5,"0,1",2023-03-17 12:32:14.429,2023-03-17 12:32:22.718,0
norway22115,Boolean Expressions,Challenges,JFailCourse2,0,4,0.25,"0,0,0,1",2023-03-17 12:32:23.101,2023-03-17 12:32:50.258,2
norway22115,Boolean Expressions,Challenges,JFailCourse3,0,4,0.25,"0,0,0,1",2023-03-17 12:32:50.417,2023-03-17 12:33:05.99,1
norway22115,Boolean Expressions,Challenges,JRentCar2,0,2,0.5,"0,1",2023-03-17 12:33:05.81,2023-03-17 12:33:16.388,1
norway22115,Boolean Expressions,Challenges,JRentCar3,0,4,0.25,"0,0,0,1",2023-03-17 12:33:16.655,2023-03-17 12:33:36.83,2
norway22115,Boolean Expressions,Challenges,JBooleanDryHot2,1,1,1,1,2023-03-17 12:33:37.222,2023-03-17 12:33:43.76,0
norway22115,Boolean Expressions,Challenges,JBooleanDryHot3,0,2,0.5,"0,1",2023-03-17 12:33:43.231,2023-03-17 12:33:51.746,0
norway22115,Boolean Expressions,Challenges,JBooleanDryHot4,0,2,0.5,"0,1",2023-03-17 12:33:52.377,2023-03-17 12:34:01.096,0
norway22115,Boolean Expressions,Challenges,JThreeBoolean2,1,1,1,1,2023-03-17 12:34:01.16,2023-03-17 12:34:07.809,0
norway22115,Boolean Expressions,Challenges,JThreeBoolean3,0,4,0.25,"0,0,0,1",2023-03-17 12:34:08.277,2023-03-17 12:34:21.746,1
norway22115,Boolean Expressions,Challenges,JThreeBoolean3,-1,4,0.25,"0,0,0,1",2023-03-17 12:34:08.278,2023-03-17 12:34:21.747,1
norway22114,Variables and Operations,Challenges,JDecInc3,1,1,1,1,2023-03-17 12:58:58.249,2023-03-17 14:05:51.657,
norway22115,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-03-17 13:01:48.994,2023-03-17 13:01:55.072,0
norway22115,If-Else,Challenges,JIfElseIfGrade2,0,5,0.2,"0,0,0,0,1",2023-03-17 13:03:47.929,2023-03-17 13:04:07.737,1
norway22115,If-Else,Challenges,JNestedIfTemperature2,0,2,0.5,"0,1",2023-03-17 13:04:07.836,2023-03-17 13:04:17.479,0
norway22115,If-Else,Challenges,JNestedIfMaxOfThree,0,3,0.33,"0,0,1",2023-03-17 13:04:17.8,2023-03-17 13:04:28.59,1
norway22115,If-Else,Challenges,JNestedIfMaxOfThree,-1,3,0.33,"0,0,1",2023-03-17 13:04:17.9,2023-03-17 13:04:28.60,1
norway22113,If-Else,Challenges,ifElseOddEven,0,4,0.25,"0,0,0,1",2023-03-17 13:26:18.302,2023-03-17 13:26:56.549,3
norway22113,If-Else,Challenges,JIfElseWages2,0,7,0.14,"0,0,0,0,0,0,1",2023-03-17 13:26:56.585,2023-03-17 13:27:19.592,2
norway22113,If-Else,Challenges,JIfElseIfGrade2,0,3,0.33,"0,0,1",2023-03-17 13:27:19.669,2023-03-17 13:27:49.593,2
norway22113,If-Else,Challenges,JNestedIfTemperature2,0,4,0.25,"0,0,0,1",2023-03-17 13:27:49.695,2023-03-17 13:28:02.414,1
norway22113,If-Else,Challenges,JNestedIfMaxOfThree,0,2,0.5,"0,1",2023-03-17 13:28:02.351,2023-03-17 13:28:09.071,0
norway22113,If-Else,Challenges,JNestedIfMaxOfThree,-1,2,0.5,"0,1",2023-03-17 13:28:02.352,2023-03-17 13:28:09.072,0
norway22113,While Loops,Challenges,JInput3,0,5,0.2,"0,0,0,0,1",2023-03-17 13:32:17.194,2023-03-17 13:33:31.818,
norway22113,While Loops,Challenges,JLargestDivisor,1,1,1,1,2023-03-17 13:32:44.947,2023-03-17 13:32:51.746,0
norway22113,While Loops,Challenges,JInput2,0,5,0.2,"0,0,0,0,1",2023-03-17 13:32:51.496,2023-03-17 13:33:04.482,1
norway22113,While Loops,Challenges,JInput4,0,3,0.33,"0,0,1",2023-03-17 13:33:31.791,2023-03-17 13:33:40.369,0
norway22113,While Loops,Challenges,JAverageEvenNums,0,10,0.1,"0,0,0,0,0,0,0,0,0,1",2023-03-17 13:33:48.292,2023-03-17 13:34:19.089,3
norway22113,While Loops,Challenges,JAverageDouble,0,20,0.05,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",2023-03-17 13:34:21.309,2023-03-17 13:35:12.929,
norway22113,While Loops,Challenges,JAdjacentConsecutives,0,3,0.33,"0,0,1",2023-03-17 13:35:13.992,2023-03-17 13:35:24.779,1
norway22113,While Loops,Challenges,JAdjacentGreater,0,10,0.1,"0,0,0,0,0,0,0,0,0,1",2023-03-17 13:35:33.485,2023-03-17 13:36:02.353,2
norway22113,While Loops,Challenges,JSumDigits,1,1,1,1,2023-03-17 13:36:08.941,2023-03-17 13:36:14.594,0
norway22113,While Loops,Challenges,JReverseNumber,1,1,1,1,2023-03-17 13:36:14.736,2023-03-17 13:36:21.151,0
norway22113,While Loops,Challenges,JWinPercentageInput,0,2,0.5,"0,1",2023-03-17 13:36:19.163,2023-03-17 13:36:25.65,0
norway22113,While Loops,Challenges,JWinPercentageWonEqual,0,8,0.12,"0,0,0,0,0,0,0,1",2023-03-17 13:36:25.719,2023-03-17 13:36:51.186,2
norway22113,While Loops,Challenges,JWinPercentageWonEqual,-1,8,0.12,"0,0,0,0,0,0,0,1",2023-03-17 13:36:25.720,2023-03-17 13:36:51.187,2
norway22115,While Loops,Challenges,JLargestDivisor,0,4,0.25,"0,0,0,1",2023-03-17 13:54:56.372,2023-03-17 13:55:15.923,1
norway22115,While Loops,Challenges,JInput2,0,3,0.33,"0,0,1",2023-03-17 13:55:15.065,2023-03-17 13:55:25.929,1
norway22115,While Loops,Challenges,JInput3,0,4,0.25,"0,0,0,1",2023-03-17 13:55:26.246,2023-03-17 13:55:40.807,1
norway22115,While Loops,Challenges,JInput4,0,4,0.25,"0,0,0,1",2023-03-17 13:55:40.797,2023-03-17 13:55:55.59,1
norway22115,While Loops,Challenges,JAverageEvenNums,0,6,0.17,"0,0,0,0,0,1",2023-03-17 13:56:22.716,2023-03-17 13:58:43.94,
norway22115,While Loops,Challenges,JAverageDouble,0,9,0.11,"0,0,0,0,0,0,0,0,1",2023-03-17 13:58:44.251,2023-03-17 13:59:53.573,
norway22115,While Loops,Challenges,JAdjacentConsecutives,0,3,0.33,"0,0,1",2023-03-17 13:59:54.018,2023-03-17 14:00:12.75,1
norway22115,While Loops,Challenges,JAdjacentGreater,0,3,0.33,"0,0,1",2023-03-17 14:00:13.202,2023-03-17 14:00:37.092,2
norway22115,While Loops,Challenges,JSumDigits,0,3,0.33,"0,0,1",2023-03-17 14:00:37.567,2023-03-17 14:01:05.618,2
norway22115,While Loops,Challenges,JReverseNumber,0,4,0.25,"0,0,0,1",2023-03-17 14:01:06.036,2023-03-17 14:01:34.431,2
norway22115,While Loops,Challenges,JWinPercentageInput,1,1,1,1,2023-03-17 14:01:34.701,2023-03-17 14:01:44.975,1
norway22115,While Loops,Challenges,JWinPercentageWonEqual,0,7,0.14,"0,0,0,0,0,0,1",2023-03-17 14:01:45.272,2023-03-17 14:02:20.412,3
norway22115,While Loops,Challenges,JWinPercentageWonEqual,-1,7,0.14,"0,0,0,0,0,0,1",2023-03-17 14:01:45.273,2023-03-17 14:02:20.413,3
norway22114,Variables and Operations,Challenges,FahrenheitToCelsius,1,1,1,1,2023-03-17 14:13:07.998,2023-03-17 14:23:19.104,
norway22114,Variables and Operations,Challenges,DisplayTime2,0,6,0.33,"0,0,0,0,1,1",2023-03-17 14:23:27.761,2023-03-17 14:46:57.806,
norway22115,Nested Loops,Challenges,JStars2,0,2,0.5,"0,1",2023-03-17 14:29:53.995,2023-03-17 14:30:02.723,0
norway22115,Nested Loops,Challenges,JRepeatedSequence2,0,4,0.25,"0,0,0,1",2023-03-17 14:30:02.932,2023-03-17 14:30:15.772,1
norway22115,Nested Loops,Challenges,JRepeatedSequence2,-1,4,0.25,"0,0,0,1",2023-03-17 14:30:02.933,2023-03-17 14:30:15.773,1
norway22115,Exception handling,Challenges,JCheckAge2,0,5,0.2,"0,0,0,0,1",2023-03-17 14:30:28.883,2023-03-17 14:31:15.31,4
norway22115,Exception handling,Challenges,JCheckProductCode2,0,2,0.5,"0,1",2023-03-17 14:31:16.408,2023-03-17 14:31:31.224,1
norway22115,Exception handling,Challenges,JCheckProductCode2,-1,2,0.5,"0,1",2023-03-17 14:31:16.409,2023-03-17 14:31:31.225,1
norway22115,File processing,Challenges,JWorkHours2,0,4,0.25,"0,0,0,1",2023-03-17 14:31:39.069,2023-03-17 14:33:05.064,
norway22115,File processing,Challenges,JInputStat2,0,4,0.25,"0,0,0,1",2023-03-17 14:33:03.915,2023-03-17 14:33:36.441,3
norway22115,File processing,Challenges,JInputStat2,-1,4,0.25,"0,0,0,1",2023-03-17 14:33:03.916,2023-03-17 14:33:36.442,3
norway22115,Inheritance,Challenges,AnimalTester2,0,5,0.2,"0,0,0,0,1",2023-03-17 14:33:48.402,2023-03-17 14:34:21.62,3
norway22115,Inheritance,Challenges,InheritancePointTester2,0,4,0.25,"0,0,0,1",2023-03-17 14:34:20.611,2023-03-17 14:34:44.028,2
norway22115,Inheritance,Challenges,InheritancePointTester2,-1,4,0.25,"0,0,0,1",2023-03-17 14:34:20.612,2023-03-17 14:34:44.029,2
norway22115,For Loops,Challenges,JForOne2,0,3,0.33,"0,0,1",2023-03-17 14:35:15.217,2023-03-17 14:35:27.152,1
norway22115,For Loops,Challenges,JForTwo2,0,2,0.5,"0,1",2023-03-17 14:35:27.971,2023-03-17 14:35:35.291,0
norway22115,For Loops,Challenges,JForThree2,0,4,0.25,"0,0,0,1",2023-03-17 14:35:36.773,2023-03-17 14:35:59.307,2
norway22115,For Loops,Challenges,JWriteSquaresOdd,1,1,1,1,2023-03-17 14:35:58.404,2023-03-17 14:36:04.352,0
norway22115,For Loops,Challenges,JWriteSquaresRange,0,2,0.5,"0,1",2023-03-17 14:36:03.269,2023-03-17 14:36:11.446,0
norway22115,For Loops,Challenges,JWriteSquaresRange,-1,2,0.5,"0,1",2023-03-17 14:36:03.270,2023-03-17 14:36:11.447,0
norway22115,Arrays,Challenges,JArrayBasic2,1,1,1,1,2023-03-17 14:36:27.134,2023-03-17 14:36:32.855,0
norway22115,Arrays,Challenges,JArrayBasic3,0,7,0.14,"0,0,0,0,0,0,1",2023-03-17 14:36:33.353,2023-03-17 14:37:13.407,4
norway22115,Arrays,Challenges,JArrayFillUserInput,1,1,1,1,2023-03-17 14:37:13.466,2023-03-17 14:37:18.222,0
norway22115,Arrays,Challenges,JArraySwapAdjacentElements,0,7,0.14,"0,0,0,0,0,0,1",2023-03-17 14:37:18.723,2023-03-17 14:37:54.711,3
norway22115,Arrays,Challenges,JAverageArrayElements,0,4,0.25,"0,0,0,1",2023-03-17 14:37:55.213,2023-03-17 14:38:09.667,1
norway22115,Arrays,Challenges,JArrayMin,0,5,0.2,"0,0,0,0,1",2023-03-17 14:38:09.611,2023-03-17 14:38:34.915,2
norway22115,Arrays,Challenges,JTemperatureListDaysAboveThreshold,0,5,0.2,"0,0,0,0,1",2023-03-17 14:38:35.194,2023-03-17 14:39:46.884,
norway22115,Arrays,Challenges,JArrayRotateLeftTwice,0,9,0.11,"0,0,0,0,0,0,0,0,1",2023-03-17 14:39:46.71,2023-03-17 14:41:21.466,
norway22115,Arrays,Challenges,JArrayRotateRight,0,8,0.12,"0,0,0,0,0,0,0,1",2023-03-17 14:41:20.759,2023-03-17 14:42:20.755,
norway22115,Arrays,Challenges,JArrayRotateRightTwice,0,15,0.07,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",2023-03-17 14:42:21.419,2023-03-17 14:43:13.511,
norway22115,Arrays,Challenges,JSearchArrayTotalCounts,0,10,0.1,"0,0,0,0,0,0,0,0,0,1",2023-03-17 14:43:13.186,2023-03-17 14:44:43.754,
norway22115,Arrays,Challenges,JSearchArrayCountsEach,0,5,0.2,"0,0,0,0,1",2023-03-17 14:44:43.32,2023-03-17 14:45:07.305,2
norway22115,Arrays,Challenges,JSearchArrayCountsEach,-1,5,0.2,"0,0,0,0,1",2023-03-17 14:44:43.33,2023-03-17 14:45:07.306,2
norway22115,Two-Dimensional Arrays,Challenges,JArrays2dBasic2,1,1,1,1,2023-03-17 14:45:23.147,2023-03-17 14:45:30.17,0
norway22115,Two-Dimensional Arrays,Challenges,JArrays2dBasic3,0,2,0.5,"0,1",2023-03-17 14:45:30.23,2023-03-17 14:45:39.147,0
norway22115,Two-Dimensional Arrays,Challenges,JPrintMedalsRowColumnTotal,0,7,0.14,"0,0,0,0,0,0,1",2023-03-17 14:45:38.938,2023-03-17 14:46:04.366,2
norway22115,Two-Dimensional Arrays,Challenges,JSodaSurverySodaAvg,0,6,0.17,"0,0,0,0,0,1",2023-03-17 14:46:04.438,2023-03-17 14:47:29.956,
norway22114,Variables and Operations,Challenges,VendingMachine2,1,1,1,1,2023-03-17 14:47:08.236,#N/A,
norway22115,Two-Dimensional Arrays,Challenges,JSodaSurverySodaRespondentAvg,0,3,0.33,"0,0,1",2023-03-17 14:47:28.477,2023-03-17 14:47:41.494,1
norway22115,Two-Dimensional Arrays,Challenges,JSodaSurverySodaRespondentAvg,-1,3,0.33,"0,0,1",2023-03-17 14:47:28.478,2023-03-17 14:47:41.495,1
norway22114,Variables and Operations,Challenges,BmiCalculator2,1,1,1,1,2023-03-17 15:04:23.966,#N/A,
norway22105,Variables and Operations,Challenges,PythagoreanTheorem2,1,1,1,1,2023-03-17 15:05:11.211,2023-03-17 15:07:26.044,
norway22105,Variables and Operations,Challenges,JDecInc2,0,6,0.17,"0,0,0,0,0,1",2023-03-17 15:08:00.05,2023-03-17 15:13:00.911,
norway22105,Variables and Operations,Challenges,JDecInc3,0,2,0.5,"0,1",2023-03-17 15:13:03.375,2023-03-17 15:14:55.89,
norway22105,Variables and Operations,Challenges,FahrenheitToCelsius,0,3,0.33,"0,0,1",2023-03-17 15:15:28.045,2023-03-17 15:16:41.188,
norway22105,Variables and Operations,Challenges,DisplayTime2,0,4,0.25,"0,0,0,1",2023-03-17 15:17:06.656,2023-03-17 15:19:29.647,
norway22105,Variables and Operations,Challenges,VendingMachine2,0,3,0.33,"0,0,1",2023-03-17 15:19:40.504,2023-03-17 15:20:46.994,
norway22105,Variables and Operations,Challenges,BmiCalculator2,0,4,0.25,"0,0,0,1",2023-03-17 15:20:56.516,2023-03-17 15:22:30.511,
norway22105,Variables and Operations,Challenges,BmiCalculator2,-1,4,0.25,"0,0,0,1",2023-03-17 15:20:56.517,2023-03-17 15:22:30.511,
norway22114,Variables and Operations,Challenges,PythagoreanTheorem2,0,6,0.17,"0,0,0,0,0,1",2023-03-17 15:50:44.604,2023-03-20 14:28:06.032,
norway22114,Variables and Operations,Challenges,PythagoreanTheorem2,-1,6,0.17,"0,0,0,0,0,1",2023-03-17 15:50:44.605,2023-03-20 14:28:06.033,
norway22103,Variables and Operations,Challenges,JDecInc2,0,3,0.33,"0,0,1",2023-03-17 20:12:34.94,2023-03-17 20:20:48.589,
norway22108,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-03-17 20:13:06.559,2023-03-17 20:14:11.007,
norway22108,If-Else,Challenges,JIfElseWages2,0,9,0.11,"0,0,0,0,0,0,0,0,1",2023-03-17 20:14:12.181,2023-03-17 21:09:38.238,
norway22103,Variables and Operations,Challenges,JDecInc3,0,2,0.5,"0,1",2023-03-17 20:20:51.265,2023-03-17 20:22:18.154,
norway22108,If-Else,Challenges,JIfElseIfGrade2,1,1,1,1,2023-03-17 20:22:23.221,2023-03-17 20:23:22.452,
norway22103,Variables and Operations,Challenges,DisplayTime2,0,5,0.2,"0,0,0,0,1",2023-03-17 20:22:34.206,2023-03-17 20:31:04.451,
norway22103,Variables and Operations,Challenges,BmiCalculator2,0,5,0.2,"0,0,0,0,1",2023-03-17 20:22:43.128,2023-03-17 20:23:59.116,
norway22108,If-Else,Challenges,JNestedIfTemperature2,1,1,1,1,2023-03-17 20:23:25.122,2023-03-17 20:29:03.333,
norway22103,Variables and Operations,Challenges,FahrenheitToCelsius,0,2,0.5,"0,1",2023-03-17 20:24:01.564,2023-03-17 20:27:02.873,
norway22103,Variables and Operations,Challenges,FahrenheitToCelsius,-1,2,0.5,"0,1",2023-03-17 20:24:01.565,2023-03-17 20:27:02.873,
norway22108,If-Else,Challenges,JNestedIfMaxOfThree,0,2,0.5,"0,1",2023-03-17 20:29:02.991,2023-03-17 21:05:00.502,
norway22103,Boolean Expressions,Challenges,JPhoneAge2,0,7,0.14,"0,0,0,0,0,0,1",2023-03-17 20:36:11.849,2023-03-17 20:37:50.981,
norway22103,Boolean Expressions,Challenges,JThreeBoolean3,1,1,1,1,2023-03-17 20:37:55.169,2023-03-17 20:38:07.205,1
norway22103,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-17 20:38:21.615,2023-03-17 20:38:57.756,3
norway22103,Boolean Expressions,Challenges,JFailCourse2,-1,1,1,1,2023-03-17 20:38:21.616,2023-03-17 20:38:57.756,3
norway22114,Strings,Challenges,Initials2,0,3,0.33,"0,0,1",2023-03-17 22:54:30.016,2023-03-17 22:56:07.692,
norway22114,Strings,Challenges,Initials3,1,1,1,1,2023-03-17 22:56:08.09,2023-03-17 22:57:20.979,
norway22114,Strings,Challenges,StringAddition2,0,5,0.2,"0,0,0,0,1",2023-03-17 22:57:21.566,2023-03-17 23:00:35.117,
norway22114,Strings,Challenges,JEscapeChar2,1,1,1,1,2023-03-17 23:00:34.803,2023-03-17 23:20:37.344,
norway22114,Strings,Challenges,JEscapeChar3,0,4,0.25,"0,0,0,1",2023-03-17 23:01:21.093,#N/A,
norway22114,Strings,Challenges,JStringEqual2,1,1,1,1,2023-03-17 23:01:25.957,2023-03-17 23:15:27.539,
norway22114,Strings,Challenges,JCharAt2,1,1,1,1,2023-03-17 23:15:26.445,2023-03-17 23:16:11.235,4
norway22114,Strings,Challenges,JCharAt2,-1,1,1,1,2023-03-17 23:15:26.446,2023-03-17 23:16:11.236,4
norway22114,Objects and Classes,Challenges,PointTester2,0,2,0.5,"0,1",2023-03-18 09:13:25.388,2023-03-18 09:20:01.69,
norway22114,Objects and Classes,Challenges,TVTester2,0,4,0.25,"0,0,0,1",2023-03-18 09:20:20.878,2023-03-18 09:25:00.372,
norway22114,Objects and Classes,Challenges,Transactions2,0,3,0.33,"0,0,1",2023-03-18 09:39:42.676,2023-03-18 10:06:05.35,
norway22114,Objects and Classes,Challenges,LoanTester2,1,1,1,1,2023-03-18 10:06:09.44,2023-03-18 10:12:38.511,
norway22114,Objects and Classes,Challenges,LoanTester2,-1,1,1,1,2023-03-18 10:06:09.45,2023-03-18 10:12:38.512,
norway22114,Two-Dimensional Arrays,Challenges,JArrays2dBasic2,1,1,1,1,2023-03-18 10:30:48.599,2023-03-18 10:31:18.753,3
norway22114,Two-Dimensional Arrays,Challenges,JArrays2dBasic3,1,1,1,1,2023-03-18 10:31:19.327,2023-03-18 10:31:50.854,3
