user_id,skill_name,type,activityId,correct,attempt_count,successRate,sequence,visited_At,completed_At,order_id,class
norway22127,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-17 18:52:03.307,2023-03-17 18:52:56.777,194,OBJ2000
norway22127,Boolean Expressions,Challenges,JFailCourse3,1,1,1,1,2023-03-17 18:52:56.849,2023-03-17 18:55:03.367,195,OBJ2000
norway22127,Boolean Expressions,Challenges,JRentCar2,1,1,1,1,2023-03-17 18:55:02.231,2023-03-17 18:57:28.771,196,OBJ2000
norway22127,Boolean Expressions,Challenges,JRentCar3,1,1,1,1,2023-03-17 18:58:01.018,2023-03-17 18:59:06.168,197,OBJ2000
norway22127,Boolean Expressions,Challenges,JBooleanDryHot2,1,1,1,1,2023-03-17 18:59:06.479,2023-03-17 19:01:08.069,198,OBJ2000
norway22127,Boolean Expressions,Challenges,JBooleanDryHot3,1,1,1,1,2023-03-17 19:01:07.099,2023-03-17 19:02:10.298,199,OBJ2000
norway22127,Boolean Expressions,Challenges,JBooleanDryHot4,1,1,1,1,2023-03-17 19:02:11.767,2023-03-17 19:03:48.72,200,OBJ2000
norway22127,Boolean Expressions,Challenges,JThreeBoolean2,0,3,0.33,"0,0,1",2023-03-17 19:04:02.029,2023-03-17 19:05:48.861,201,OBJ2000
norway22127,Boolean Expressions,Challenges,JThreeBoolean3,1,1,1,1,2023-03-17 19:06:10.03,2023-03-17 19:07:41.424,202,OBJ2000
norway22127,Boolean Expressions,Challenges,JThreeBoolean3,-1,1,1,1,2023-03-17 19:06:10.04,2023-03-17 19:07:41.424,203,OBJ2000
norway22127,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-03-17 19:46:11.606,2023-03-17 19:46:48.069,204,OBJ2000
norway22127,If-Else,Challenges,JIfElseWages2,1,1,1,1,2023-03-17 19:46:49.393,2023-03-17 19:50:03.273,205,OBJ2000
norway22127,If-Else,Challenges,JIfElseIfGrade2,1,1,1,1,2023-03-17 19:50:16.758,2023-03-17 19:51:12.851,206,OBJ2000
norway22127,If-Else,Challenges,JNestedIfTemperature2,1,1,1,1,2023-03-17 19:51:34.034,2023-03-17 19:53:47.759,207,OBJ2000
norway22127,If-Else,Challenges,JNestedIfMaxOfThree,1,1,1,1,2023-03-17 19:53:56.598,2023-03-17 19:54:54.352,208,OBJ2000
norway22127,If-Else,Challenges,JNestedIfMaxOfThree,-1,1,1,1,2023-03-17 19:53:56.599,2023-03-17 19:54:54.352,209,OBJ2000
norway22108,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-03-17 20:13:06.559,2023-03-17 20:14:11.007,211,OBJ2000
norway22108,If-Else,Challenges,JIfElseWages2,0,9,0.11,"0,0,0,0,0,0,0,0,1",2023-03-17 20:14:12.181,2023-03-17 21:09:38.238,212,OBJ2000
norway22108,If-Else,Challenges,JIfElseIfGrade2,1,1,1,1,2023-03-17 20:22:23.221,2023-03-17 20:23:22.452,214,OBJ2000
norway22108,If-Else,Challenges,JNestedIfTemperature2,1,1,1,1,2023-03-17 20:23:25.122,2023-03-17 20:29:03.333,217,OBJ2000
norway22108,If-Else,Challenges,JNestedIfMaxOfThree,0,2,0.5,"0,1",2023-03-17 20:29:02.991,2023-03-17 21:05:00.502,220,OBJ2000
norway22127,While Loops,Challenges,JLargestDivisor,1,1,1,1,2023-03-17 20:36:48.876,2023-03-17 20:38:27.473,222,OBJ2000
norway22127,While Loops,Challenges,JInput2,1,1,1,1,2023-03-17 20:38:28.492,2023-03-17 20:39:52.272,226,OBJ2000
norway22127,While Loops,Challenges,JInput3,1,1,1,1,2023-03-17 20:39:54.287,2023-03-17 20:41:10.461,227,OBJ2000
norway22127,While Loops,Challenges,JInput4,0,3,0.33,"0,0,1",2023-03-17 20:41:29.083,2023-03-17 20:44:46.882,228,OBJ2000
norway22114,Strings,Challenges,Initials2,0,3,0.33,"0,0,1",2023-03-17 22:54:30.016,2023-03-17 22:56:07.692,229,OBJ2000
norway22114,Strings,Challenges,Initials3,1,1,1,1,2023-03-17 22:56:08.09,2023-03-17 22:57:20.979,230,OBJ2000
norway22114,Strings,Challenges,StringAddition2,0,5,0.2,"0,0,0,0,1",2023-03-17 22:57:21.566,2023-03-17 23:00:35.117,231,OBJ2000
norway22114,Strings,Challenges,JEscapeChar2,1,1,1,1,2023-03-17 23:00:34.803,2023-03-17 23:20:37.344,232,OBJ2000
norway22114,Strings,Challenges,JEscapeChar3,0,4,0.25,"0,0,0,1",2023-03-17 23:01:21.093,#N/A,233,OBJ2000
norway22114,Strings,Challenges,JStringEqual2,1,1,1,1,2023-03-17 23:01:25.957,2023-03-17 23:15:27.539,234,OBJ2000
norway22114,Strings,Challenges,JCharAt2,1,1,1,1,2023-03-17 23:15:26.445,2023-03-17 23:16:11.235,235,OBJ2000
norway22114,Strings,Challenges,JCharAt2,-1,1,1,1,2023-03-17 23:15:26.446,2023-03-17 23:16:11.236,236,OBJ2000
norway22131,Inheritance,Challenges,AnimalTester2,0,4,0.25,"0,0,0,1",2023-03-18 00:57:49.57,#N/A,237,OBJ2000
norway22131,Inheritance,Challenges,AnimalTester2,-1,4,0.25,"0,0,0,1",2023-03-18 00:57:49.58,#N/A,238,OBJ2000
norway22131,Variables and Operations,Challenges,JDecInc3,0,3,0.33,"0,0,1",2023-03-18 01:51:21.377,2023-03-18 01:54:19.445,239,OBJ2000
norway22131,Variables and Operations,Challenges,BmiCalculator2,0,2,0.5,"0,1",2023-03-18 02:25:07.359,#N/A,240,OBJ2000
norway22131,Variables and Operations,Challenges,VendingMachine2,0,5,0.2,"0,0,0,0,1",2023-03-18 02:27:59.768,2023-03-18 02:29:16.098,241,OBJ2000
norway22114,Objects and Classes,Challenges,PointTester2,0,2,0.5,"0,1",2023-03-18 09:13:25.388,2023-03-18 09:20:01.69,242,OBJ2000
norway22114,Objects and Classes,Challenges,TVTester2,0,4,0.25,"0,0,0,1",2023-03-18 09:20:20.878,2023-03-18 09:25:00.372,243,OBJ2000
norway22114,Objects and Classes,Challenges,Transactions2,0,3,0.33,"0,0,1",2023-03-18 09:39:42.676,2023-03-18 10:06:05.35,244,OBJ2000
norway22114,Objects and Classes,Challenges,LoanTester2,1,1,1,1,2023-03-18 10:06:09.44,2023-03-18 10:12:38.511,245,OBJ2000
norway22114,Objects and Classes,Challenges,LoanTester2,-1,1,1,1,2023-03-18 10:06:09.45,2023-03-18 10:12:38.512,246,OBJ2000
norway22114,Two-Dimensional Arrays,Challenges,JArrays2dBasic2,1,1,1,1,2023-03-18 10:30:48.599,2023-03-18 10:31:18.753,247,OBJ2000
norway22114,Two-Dimensional Arrays,Challenges,JArrays2dBasic3,1,1,1,1,2023-03-18 10:31:19.327,2023-03-18 10:31:50.854,248,OBJ2000
norway22114,Two-Dimensional Arrays,Challenges,JPrintMedalsRowColumnTotal,0,4,0.25,"0,0,0,1",2023-03-18 10:31:59.316,2023-03-18 10:41:29.658,249,OBJ2000
norway22114,Two-Dimensional Arrays,Challenges,JSodaSurverySodaAvg,0,12,0.08,"0,0,0,0,0,0,0,0,0,0,0,1",2023-03-18 10:41:30.185,2023-03-18 10:59:32.414,250,OBJ2000
norway22114,Two-Dimensional Arrays,Challenges,JSodaSurverySodaRespondentAvg,0,4,0.25,"0,0,0,1",2023-03-18 10:59:32.374,2023-03-18 11:53:26.48,251,OBJ2000
norway22114,Two-Dimensional Arrays,Challenges,JSodaSurverySodaRespondentAvg,-1,4,0.25,"0,0,0,1",2023-03-18 10:59:32.375,2023-03-18 11:53:26.49,252,OBJ2000
norway22131,Two-Dimensional Arrays,Challenges,JArrays2dBasic2,1,1,1,1,2023-03-18 12:31:51.556,2023-03-18 12:32:32.992,253,OBJ2000
norway22131,Two-Dimensional Arrays,Challenges,JArrays2dBasic2,-1,1,1,1,2023-03-18 12:31:51.557,2023-03-18 12:32:32.992,254,OBJ2000
norway22127,While Loops,Challenges,JAverageEvenNums,1,1,1,1,2023-03-19 11:49:12.014,2023-03-19 11:50:27.117,358,OBJ2000
norway22127,While Loops,Challenges,JAverageDouble,1,1,1,1,2023-03-19 11:50:26.385,2023-03-19 11:52:31.113,359,OBJ2000
norway22127,While Loops,Challenges,JAdjacentConsecutives,1,1,1,1,2023-03-19 11:52:33.328,2023-03-19 11:54:22.703,360,OBJ2000
norway22127,While Loops,Challenges,JAdjacentGreater,0,2,0.5,"0,1",2023-03-19 11:54:28.149,2023-03-19 11:58:39.422,363,OBJ2000
norway22127,While Loops,Challenges,JSumDigits,1,1,1,1,2023-03-19 12:01:40.553,2023-03-19 12:03:33.126,367,OBJ2000
norway22127,While Loops,Challenges,JReverseNumber,1,1,1,1,2023-03-19 12:03:54.599,2023-03-19 12:05:01.026,369,OBJ2000
norway22127,While Loops,Challenges,JWinPercentageInput,0,4,0.25,"0,0,0,1",2023-03-19 12:05:02.536,2023-03-19 12:08:07.367,371,OBJ2000
norway22127,While Loops,Challenges,JWinPercentageInput,-1,4,0.25,"0,0,0,1",2023-03-19 12:05:02.537,2023-03-19 12:08:07.367,372,OBJ2000
norway22127,Objects and Classes,Challenges,PointTester2,0,2,0.5,"0,1",2023-03-19 13:59:02.935,2023-03-19 14:01:24.895,398,OBJ2000
norway22127,Objects and Classes,Challenges,TVTester2,1,1,1,1,2023-03-19 14:51:58.046,2023-03-19 14:54:13.459,402,OBJ2000
norway22127,Objects and Classes,Challenges,Transactions2,1,1,1,1,2023-03-19 14:54:15.816,2023-03-19 14:56:23.713,403,OBJ2000
norway22127,Objects and Classes,Challenges,LoanTester2,1,1,1,1,2023-03-19 14:56:21.941,2023-03-19 14:59:05.536,404,OBJ2000
norway22127,Objects and Classes,Challenges,LoanTester2,-1,1,1,1,2023-03-19 14:56:21.942,2023-03-19 14:59:05.536,405,OBJ2000
norway22114,Boolean Expressions,Challenges,JPhoneAge2,0,2,0.5,"0,1",2023-03-19 16:00:36.695,2023-03-19 16:02:35.742,406,OBJ2000
norway22114,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-19 16:02:36.943,2023-03-19 16:03:19.397,407,OBJ2000
norway22114,Boolean Expressions,Challenges,JFailCourse3,1,1,1,1,2023-03-19 16:03:19.177,2023-03-19 16:04:19.79,408,OBJ2000
norway22114,Boolean Expressions,Challenges,JRentCar2,0,2,0.5,"0,1",2023-03-19 16:04:22.348,2023-03-19 16:05:21.215,409,OBJ2000
norway22114,Boolean Expressions,Challenges,JRentCar3,1,1,1,1,2023-03-19 16:05:21.498,2023-03-19 16:06:18.665,410,OBJ2000
norway22114,Boolean Expressions,Challenges,JBooleanDryHot2,0,2,0.5,"0,1",2023-03-19 16:06:19.053,2023-03-19 16:09:07.677,411,OBJ2000
norway22114,Boolean Expressions,Challenges,JBooleanDryHot3,1,1,1,1,2023-03-19 16:09:07.269,2023-03-19 16:09:55.994,412,OBJ2000
norway22114,Boolean Expressions,Challenges,JBooleanDryHot4,1,1,1,1,2023-03-19 16:09:55.486,2023-03-19 17:21:35.708,413,OBJ2000
norway22114,Boolean Expressions,Challenges,JThreeBoolean2,0,4,0.25,"0,0,0,1",2023-03-19 17:39:34.122,#N/A,414,OBJ2000
norway22114,Boolean Expressions,Challenges,JThreeBoolean3,1,1,1,1,2023-03-19 17:48:10.281,2023-03-19 17:49:34.537,415,OBJ2000
norway22114,Boolean Expressions,Challenges,JThreeBoolean3,-1,1,1,1,2023-03-19 17:48:10.282,2023-03-19 17:49:34.538,416,OBJ2000
norway22114,If-Else,Challenges,ifElseOddEven,0,2,0.5,"0,1",2023-03-19 18:06:41.619,2023-03-19 18:07:20.426,417,OBJ2000
norway22114,If-Else,Challenges,JIfElseWages2,0,3,0.33,"0,0,1",2023-03-19 18:07:19.594,#N/A,418,OBJ2000
norway22108,Boolean Expressions,Challenges,JPhoneAge2,1,1,1,1,2023-03-20 01:19:07.852,2023-03-20 01:19:35.472,465,OBJ2000
norway22108,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-20 01:19:37.022,2023-03-20 01:19:58.596,466,OBJ2000
norway22108,Boolean Expressions,Challenges,JBooleanDryHot2,0,3,0.33,"0,0,1",2023-03-20 01:20:04.718,2023-03-20 01:20:38.889,467,OBJ2000
norway22108,Boolean Expressions,Challenges,JBooleanDryHot2,-1,3,0.33,"0,0,1",2023-03-20 01:20:04.719,2023-03-20 01:20:38.890,468,OBJ2000
norway22114,File processing,Challenges,JWorkHours2,0,3,0.33,"0,0,1",2023-03-20 10:45:03.392,2023-03-20 10:50:25.338,486,OBJ2000
norway22114,File processing,Challenges,JInputStat2,0,5,0.2,"0,0,0,0,1",2023-03-20 10:51:11.676,2023-03-28 15:05:23.65,490,OBJ2000
norway22114,File processing,Challenges,JInputStat2,-1,5,0.2,"0,0,0,0,1",2023-03-20 10:51:11.677,2023-03-28 15:05:23.66,491,OBJ2000
norway22142,Variables and Operations,Challenges,PythagoreanTheorem2,1,1,1,1,2023-03-20 11:52:06.525,2023-03-20 11:54:19.355,542,OBJ2000
norway22142,Variables and Operations,Challenges,JDecInc2,1,1,1,1,2023-03-20 11:54:20.818,2023-03-20 12:00:56.36,546,OBJ2000
norway22142,Variables and Operations,Challenges,BmiCalculator2,0,2,0.5,"0,1",2023-03-20 12:00:59.461,2023-03-20 12:03:47.502,548,OBJ2000
norway22142,Variables and Operations,Challenges,BmiCalculator2,-1,2,0.5,"0,1",2023-03-20 12:00:59.462,2023-03-20 12:03:47.502,549,OBJ2000
norway22114,Exception handling,Challenges,JCheckAge2,0,9,0.11,"0,0,0,0,0,0,0,0,1",2023-03-20 12:15:21.786,2023-03-20 12:24:39.986,550,OBJ2000
norway22114,Exception handling,Challenges,JCheckProductCode2,0,2,0.5,"0,1",2023-03-20 12:40:23.445,2023-03-20 12:42:43.223,551,OBJ2000
norway22114,Exception handling,Challenges,JCheckProductCode2,-1,2,0.5,"0,1",2023-03-20 12:40:23.446,2023-03-20 12:42:43.224,552,OBJ2000
norway22114,Arrays,Challenges,JArrayBasic2,1,1,1,1,2023-03-20 12:43:02.811,2023-03-20 13:26:59.68,553,OBJ2000
norway22114,Arrays,Challenges,JArrayBasic3,1,1,1,1,2023-03-20 13:27:00.39,2023-03-20 13:27:22.411,554,OBJ2000
norway22114,Arrays,Challenges,JArrayFillUserInput,1,1,1,1,2023-03-20 13:27:22.176,2023-03-20 13:28:14.124,555,OBJ2000
norway22114,Arrays,Challenges,JArraySwapAdjacentElements,0,4,0.25,"0,0,0,1",2023-03-20 13:28:14.394,2023-03-20 13:43:33.277,556,OBJ2000
norway22114,Arrays,Challenges,JAverageArrayElements,0,2,0.5,"0,1",2023-03-20 13:43:33.382,2023-03-20 13:46:47.654,557,OBJ2000
norway22114,Arrays,Challenges,JArrayMin,0,6,0.17,"0,0,0,0,0,1",2023-03-20 13:46:56.332,2023-03-20 13:51:49.885,558,OBJ2000
norway22142,Nested Loops,Challenges,JRepeatedSequence2,1,1,1,1,2023-03-20 13:47:06.201,2023-03-20 13:47:45.141,559,OBJ2000
norway22142,Nested Loops,Challenges,JRepeatedSequence2,-1,1,1,1,2023-03-20 13:47:06.202,2023-03-20 13:47:45.141,560,OBJ2000
norway22114,Arrays,Challenges,JTemperatureListDaysAboveThreshold,0,3,0.33,"0,0,1",2023-03-20 13:51:51.246,2023-03-20 14:01:05.618,561,OBJ2000
norway22114,Arrays,Challenges,JArrayRotateLeftTwice,0,6,0.17,"0,0,0,0,0,1",2023-03-20 14:01:17.759,2023-03-20 14:04:32.153,562,OBJ2000
norway22114,Arrays,Challenges,JArrayRotateRight,0,2,0.5,"0,1",2023-03-20 14:04:36.914,2023-03-20 14:07:09.091,563,OBJ2000
norway22114,Arrays,Challenges,JArrayRotateRightTwice,0,2,0.5,"0,1",2023-03-20 14:08:30.457,2023-03-20 14:09:43.979,564,OBJ2000
norway22114,Arrays,Challenges,JSearchArrayTotalCounts,0,4,0.25,"0,0,0,1",2023-03-20 14:09:44.767,2023-03-20 14:17:24.204,565,OBJ2000
norway22142,Arrays,Challenges,JArrayFillUserInput,0,2,0.5,"0,1",2023-03-20 14:12:17.439,2023-03-20 14:13:01.65,566,OBJ2000
norway22114,Arrays,Challenges,JSearchArrayCountsEach,0,6,0.17,"0,0,0,0,0,1",2023-03-20 14:17:23.901,2023-03-20 14:19:01.088,567,OBJ2000
norway22114,Arrays,Challenges,JSearchArrayCountsEach,-1,6,0.17,"0,0,0,0,0,1",2023-03-20 14:17:23.902,2023-03-20 14:19:01.089,568,OBJ2000
norway22114,ArrayLists,Challenges,JVocabulary2,0,2,0.5,"0,1",2023-03-20 14:28:38.335,2023-03-20 14:31:30.11,569,OBJ2000
norway22114,ArrayLists,Challenges,JVocabulary2,-1,2,0.5,"0,1",2023-03-20 14:28:38.336,2023-03-20 14:31:30.12,570,OBJ2000
norway22114,Inheritance,Challenges,AnimalTester2,0,3,0.33,"0,0,1",2023-03-20 14:32:28.091,2023-03-20 14:36:30.169,571,OBJ2000
norway22132,Variables and Operations,Challenges,PythagoreanTheorem2,0,2,0.5,"0,1",2023-03-20 18:15:53.158,2023-03-20 18:17:59.578,581,OBJ2000
norway22132,Variables and Operations,Challenges,VendingMachine2,0,3,0.33,"0,0,1",2023-03-20 18:18:21.18,2023-03-20 18:25:22.485,582,OBJ2000
norway22132,Variables and Operations,Challenges,DisplayTime2,0,4,0.25,"0,0,0,1",2023-03-20 18:25:25.726,2023-03-20 18:28:17.205,583,OBJ2000
norway22132,Variables and Operations,Challenges,BmiCalculator2,0,3,0.33,"0,0,1",2023-03-20 18:28:18.743,2023-03-20 18:29:11.839,584,OBJ2000
norway22132,Variables and Operations,Challenges,FahrenheitToCelsius,0,2,0.5,"0,1",2023-03-20 18:29:24.939,2023-03-20 18:30:17.281,585,OBJ2000
norway22132,Variables and Operations,Challenges,FahrenheitToCelsius,-1,2,0.5,"0,1",2023-03-20 18:29:24.940,2023-03-20 18:30:17.281,586,OBJ2000
norway22138,Strings,Challenges,JCharAt2,0,4,0.25,"0,0,0,1",2023-03-20 20:23:30.184,2023-03-20 20:27:13.955,587,OBJ2000
norway22138,Strings,Challenges,Initials2,0,4,0.25,"0,0,0,1",2023-03-20 20:28:38.338,2023-03-20 20:33:28.121,588,OBJ2000
norway22138,Strings,Challenges,JStringEqual2,0,14,0.07,"0,0,0,0,0,0,0,0,0,0,0,0,0,1",2023-03-20 20:34:04.39,2023-03-20 20:43:19.18,589,OBJ2000
norway22138,Strings,Challenges,Initials3,0,2,0.5,"0,1",2023-03-20 20:43:29.932,2023-03-20 20:47:42.041,590,OBJ2000
norway22138,Strings,Challenges,StringAddition2,0,4,0.25,"0,0,0,1",2023-03-20 20:47:50.092,2023-03-20 20:50:31.705,591,OBJ2000
norway22138,Strings,Challenges,JEscapeChar2,0,4,0.25,"0,0,0,1",2023-03-20 20:50:33.281,2023-03-20 20:52:10.489,592,OBJ2000
norway22138,Strings,Challenges,JEscapeChar3,0,7,0.14,"0,0,0,0,0,0,1",2023-03-20 20:52:11.097,2023-03-20 20:54:15.871,593,OBJ2000
norway22138,Strings,Challenges,JEscapeChar3,-1,7,0.14,"0,0,0,0,0,0,1",2023-03-20 20:52:11.098,2023-03-20 20:54:15.871,594,OBJ2000
norway22105,Objects and Classes,Challenges,PointTester2,0,5,0.2,"0,0,0,0,1",2023-03-21 11:31:45.196,2023-03-21 11:32:57.998,599,OBJ2000
norway22105,Objects and Classes,Challenges,TVTester2,0,3,0.33,"0,0,1",2023-03-21 11:32:57.894,2023-03-21 11:33:57.541,600,OBJ2000
norway22105,Objects and Classes,Challenges,LoanTester2,0,2,0.5,"0,1",2023-03-21 11:33:58.158,2023-03-21 11:34:53.834,601,OBJ2000
norway22105,Objects and Classes,Challenges,Transactions2,0,4,0.25,"0,0,0,1",2023-03-21 11:34:52.637,2023-03-21 11:35:40.485,602,OBJ2000
norway22105,Objects and Classes,Challenges,Transactions2,-1,4,0.25,"0,0,0,1",2023-03-21 11:34:52.638,2023-03-21 11:35:40.485,603,OBJ2000
norway22110,Variables and Operations,Challenges,JDecInc2,0,7,0.29,"0,0,1,0,0,0,1",2023-03-21 13:15:24.606,2023-03-21 13:50:16.812,614,OBJ2000
norway22110,Variables and Operations,Challenges,JDecInc3,0,2,1,"1,1",2023-03-21 13:50:42.42,2023-03-21 13:55:37.008,618,OBJ2000
norway22110,Variables and Operations,Challenges,FahrenheitToCelsius,0,4,0.25,"0,0,0,1",2023-03-21 14:26:35.395,2023-03-21 14:32:47.817,619,OBJ2000
norway22110,Variables and Operations,Challenges,DisplayTime2,0,7,0.14,"0,0,0,0,0,0,1",2023-03-21 14:33:16.033,2023-03-21 15:19:22.185,620,OBJ2000
norway22114,If-Else,Challenges,JIfElseIfGrade2,1,1,1,1,2023-03-22 08:58:32.301,2023-03-22 09:06:59.096,650,OBJ2000
norway22114,If-Else,Challenges,JNestedIfTemperature2,1,1,1,1,2023-03-22 09:06:57.979,2023-03-22 09:08:37.87,651,OBJ2000
norway22114,If-Else,Challenges,JNestedIfMaxOfThree,1,1,1,1,2023-03-22 09:08:38.123,2023-03-22 09:09:55.135,652,OBJ2000
norway22114,If-Else,Challenges,JNestedIfMaxOfThree,-1,1,1,1,2023-03-22 09:08:38.124,2023-03-22 09:09:55.136,653,OBJ2000
norway22114,While Loops,Challenges,JLargestDivisor,0,3,0.33,"0,0,1",2023-03-22 09:10:58.501,2023-03-22 09:12:31.468,654,OBJ2000
norway22114,While Loops,Challenges,JInput2,0,2,0.5,"0,1",2023-03-22 09:12:30.953,2023-03-22 09:13:59.538,655,OBJ2000
norway22114,While Loops,Challenges,JInput3,1,1,1,1,2023-03-22 09:13:59.199,2023-03-22 09:15:14.034,656,OBJ2000
norway22114,While Loops,Challenges,JInput4,1,1,1,1,2023-03-22 09:15:14.013,2023-03-22 09:16:16.395,657,OBJ2000
norway22114,While Loops,Challenges,JAverageEvenNums,0,3,0.33,"0,0,1",2023-03-22 09:16:16.221,2023-03-22 09:20:14.181,658,OBJ2000
norway22114,While Loops,Challenges,JAverageDouble,1,1,1,1,2023-03-22 09:26:52.144,2023-03-22 09:29:28.769,659,OBJ2000
norway22114,While Loops,Challenges,JAdjacentConsecutives,1,1,1,1,2023-03-22 09:29:28.928,2023-03-22 10:05:02.437,660,OBJ2000
norway22114,While Loops,Challenges,JAdjacentGreater,0,6,0.17,"0,0,0,0,0,1",2023-03-22 10:05:02.592,2023-03-22 10:14:56.346,661,OBJ2000
norway22114,While Loops,Challenges,JSumDigits,1,1,1,1,2023-03-22 10:14:56.519,2023-03-22 10:16:44.823,662,OBJ2000
norway22114,While Loops,Challenges,JReverseNumber,1,1,1,1,2023-03-22 10:16:44.11,2023-03-22 10:19:15.088,663,OBJ2000
norway22114,While Loops,Challenges,JWinPercentageInput,0,4,0.25,"0,0,0,1",2023-03-22 10:19:14.952,2023-03-22 10:21:46.79,664,OBJ2000
norway22114,While Loops,Challenges,JWinPercentageWonEqual,1,1,1,1,2023-03-22 10:21:46.515,2023-03-22 10:27:21.811,665,OBJ2000
